id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,interest_rate_tier
39555,24,112000,RENT,12.533276087483777,DEBTCONSOLIDATION,B,5000,12.69,0.04,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
39556,22,50000,RENT,-0.4306076516149391,PERSONAL,missing,1500000,13.49,0.3,N,3,0,corrupted_PERSONAL,RENT_22,Medium Rate
39557,23,120000,RENT,3.5129191163427578,DEBTCONSOLIDATION,B,10000,11.86,0.08,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39558,24,145000,RENT,3.0,EDUCATION,C,14000,12.84,0.1,N,2,0,corrupted_EDUCATION,RENT_24,Medium Rate
39559,26,96000,RENT,0.4157795962757449,MEDICAL,missing,18225,10.74,0.19,N,2,0,corrupted_MEDICAL,RENT_26,Medium Rate
39560,21,61200,RENT,-0.7758912431146535,EDUCATION,A,800000,6.62,0.13,N,4,0,corrupted_EDUCATION,RENT_21,Low Rate
39561,32,72000,RENT,9.133434066281536,EDUCATION,D,9000,16.49,0.13,N,8,0,corrupted_EDUCATION,RENT_32,Medium Rate
39562,22,74400,RENT,4.0013205685757764,EDUCATION,B,1200000,9.99,0.16,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
39563,23,24996,RENT,2.0,DEBTCONSOLIDATION,E,2500,15.95,0.1,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39564,25,61476,RENT,4.0,MEDICAL,A,9200,8.49,0.15,N,4,0,corrupted_MEDICAL,RENT_25,Low Rate
39565,22,37000,RENT,-8.103434075352634,DEBTCONSOLIDATION,C,12800,12.73,0.35,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
39566,22,70000,RENT,6.0,PERSONAL,B,100000,11.36,0.01,N,3,0,corrupted_PERSONAL,RENT_22,Medium Rate
39567,26,45000,RENT,3.0,HOMEIMPROVEMENT,B,10000,10.99,0.22,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_26,Medium Rate
39568,23,70000,RENT,3.0,DEBTCONSOLIDATION,C,8000,13.98,0.11,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39569,22,63900,RENT,0.0627366500924742,EDUCATION,E,6000,16.45,0.1,N,3,1,corrupted_EDUCATION,RENT_22,Medium Rate
39570,26,120000,RENT,16.03501267847717,MEDICAL,B,15000,11.99,0.13,N,4,0,corrupted_MEDICAL,RENT_26,Medium Rate
39571,26,20000,RENT,5.0,MEDICAL,B,5400,11.49,0.28,N,4,0,corrupted_MEDICAL,RENT_26,Medium Rate
39572,22,42000,RENT,1.0,VENTURE,C,8000,13.22,0.19,N,2,0,corrupted_VENTURE,RENT_22,Medium Rate
39573,41,38000,RENT,2.0,MEDICAL,B,12000,12.18,0.32,N,13,1,corrupted_MEDICAL,RENT_41,Medium Rate
39574,60,32000,RENT,3.0,VENTURE,D,7500,15.62,0.23,N,18,0,corrupted_VENTURE,RENT_60,Medium Rate
39575,26,45000,RENT,3.0,VENTURE,B,6000,10.25,0.13,N,2,0,corrupted_VENTURE,RENT_26,Medium Rate
39576,28,45000,RENT,-3.8431658542017617,MEDICAL,B,12000,12.18,0.27,N,8,1,corrupted_MEDICAL,RENT_28,Medium Rate
39577,38,55000,RENT,11.0,HOMEIMPROVEMENT,B,15000,11.36,0.27,N,14,0,corrupted_HOMEIMPROVEMENT,RENT_38,Medium Rate
39578,24,60000,RENT,8.0,PERSONAL,A,10000,7.66,0.17,N,4,0,corrupted_PERSONAL,RENT_24,Low Rate
39579,26,91200,RENT,10.0,HOMEIMPROVEMENT,missing,12000,13.61,0.13,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_26,Medium Rate
39580,24,49200,RENT,8.0,MEDICAL,C,480000,13.06,0.1,N,4,0,corrupted_MEDICAL,RENT_24,Medium Rate
39581,24,40000,RENT,0.0,MEDICAL,B,600000,11.14,0.15,N,2,0,corrupted_MEDICAL,RENT_24,Medium Rate
39582,21,60000,RENT,5.0,PERSONAL,B,10000,10.59,0.17,N,2,0,corrupted_PERSONAL,RENT_21,Medium Rate
39583,29,85000,RENT,8.0,PERSONAL,A,1000000,5.79,0.12,N,9,0,corrupted_PERSONAL,RENT_29,Low Rate
39584,27,75000,RENT,11.0,PERSONAL,A,9500,6.03,0.13,N,6,0,corrupted_PERSONAL,RENT_27,Low Rate
39585,22,50000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.71,0.2,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
39586,22,52000,RENT,4.0,PERSONAL,B,6600,10.59,0.12,N,4,0,corrupted_PERSONAL,RENT_22,Medium Rate
39587,32,85000,RENT,-5.299460721950292,PERSONAL,A,28000,6.62,0.33,N,9,1,corrupted_PERSONAL,RENT_32,Low Rate
39588,36,39000,RENT,6.0,VENTURE,D,4000,15.33,0.1,N,15,1,corrupted_VENTURE,RENT_36,Medium Rate
39589,26,65000,RENT,16.512447594903634,DEBTCONSOLIDATION,A,3600,7.49,0.06,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,Low Rate
39590,24,50000,RENT,6.0,MEDICAL,A,800000,7.51,0.16,N,4,0,corrupted_MEDICAL,RENT_24,Low Rate
39591,25,60000,RENT,4.0,HOMEIMPROVEMENT,D,12000,14.09,0.19,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_25,Medium Rate
39592,32,85000,RENT,3.0,EDUCATION,A,16000,7.51,0.19,N,10,0,corrupted_EDUCATION,RENT_32,Low Rate
39593,23,33000,RENT,1.0,EDUCATION,C,1000000,14.26,0.03,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
39594,30,50000,RENT,14.0,PERSONAL,A,5000,8.94,0.1,N,7,0,corrupted_PERSONAL,RENT_30,Low Rate
39595,28,95000,RENT,5.0,HOMEIMPROVEMENT,B,1000000,10.99,0.11,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_28,Medium Rate
39596,27,48000,RENT,0.0,MEDICAL,D,1500000,14.42,0.31,N,7,1,corrupted_MEDICAL,RENT_27,Medium Rate
39597,23,26000,RENT,1.0,EDUCATION,D,2400,15.65,0.09,N,4,1,corrupted_EDUCATION,RENT_23,Medium Rate
39598,27,50000,RENT,5.0,PERSONAL,B,5000,10.65,0.1,N,7,0,corrupted_PERSONAL,RENT_27,Medium Rate
39599,28,60000,RENT,0.0,VENTURE,B,750000,10.99,0.13,N,7,0,corrupted_VENTURE,RENT_28,Medium Rate
39600,27,82116,RENT,9.0,PERSONAL,B,3600,11.99,0.04,N,9,0,corrupted_PERSONAL,RENT_27,Medium Rate
39601,61,60000,RENT,11.0,PERSONAL,C,2000,13.61,0.03,N,19,0,corrupted_PERSONAL,RENT_61,Medium Rate
39602,26,58000,RENT,12.320265533085907,MEDICAL,A,12000,8.59,0.21,N,4,0,corrupted_MEDICAL,RENT_26,Low Rate
39603,29,180000,RENT,1.0,HOMEIMPROVEMENT,B,2500000,10.95,0.13,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_29,Medium Rate
39604,32,98400,RENT,10.433942840906479,EDUCATION,A,6500,5.42,0.06,N,7,0,corrupted_EDUCATION,RENT_32,Low Rate
39605,39,30000,RENT,14.0,MEDICAL,A,5000,8.49,0.17,N,11,0,corrupted_MEDICAL,RENT_39,Low Rate
39606,30,45000,RENT,2.0,EDUCATION,B,20000,11.89,0.44,N,7,1,corrupted_EDUCATION,RENT_30,Medium Rate
39607,29,63000,RENT,13.0,MEDICAL,A,4200,5.99,0.07,N,5,0,corrupted_MEDICAL,RENT_29,Low Rate
39608,23,45000,RENT,1.0,EDUCATION,C,10000,13.11,0.22,N,2,0,corrupted_EDUCATION,RENT_23,Medium Rate
39609,25,48000,RENT,12.837841832923113,EDUCATION,A,4800,7.9,0.1,N,4,0,corrupted_EDUCATION,RENT_25,Low Rate
39610,27,80000,RENT,6.0,VENTURE,A,12500,7.88,0.15,N,9,0,corrupted_VENTURE,RENT_27,Low Rate
39611,25,80000,RENT,4.0,PERSONAL,A,12000,7.51,0.15,N,2,0,corrupted_PERSONAL,RENT_25,Low Rate
39612,24,55000,RENT,8.0,MEDICAL,C,4000,12.99,0.07,N,4,0,corrupted_MEDICAL,RENT_24,Medium Rate
39613,28,33600,RENT,0.0,MEDICAL,C,5000,12.61,0.15,N,6,0,corrupted_MEDICAL,RENT_28,Medium Rate
39614,38,70000,RENT,6.0,DEBTCONSOLIDATION,A,400000,5.99,0.06,N,17,0,corrupted_DEBTCONSOLIDATION,RENT_38,Low Rate
39615,33,65000,RENT,5.0,DEBTCONSOLIDATION,A,12000,7.88,0.18,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_33,Low Rate
39616,27,45600,RENT,3.0,VENTURE,A,2000000,8.49,0.44,N,9,1,corrupted_VENTURE,RENT_27,Low Rate
39617,25,42000,RENT,9.0,EDUCATION,A,300000,8.59,0.07,N,4,0,corrupted_EDUCATION,RENT_25,Low Rate
39618,23,40000,RENT,2.0,EDUCATION,A,6000,9.32,0.15,N,4,0,corrupted_EDUCATION,RENT_23,Low Rate
39619,30,36000,RENT,2.0,MEDICAL,A,4000,7.51,0.11,N,5,0,corrupted_MEDICAL,RENT_30,Low Rate
39620,32,54000,RENT,17.0,VENTURE,A,9000,8.49,0.16,N,7,0,corrupted_VENTURE,RENT_32,Low Rate
39621,38,96000,RENT,4.0,PERSONAL,A,4000,6.62,0.04,N,16,0,corrupted_PERSONAL,RENT_38,Low Rate
39622,25,50000,RENT,4.0,DEBTCONSOLIDATION,A,700000,7.88,0.14,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,Low Rate
39623,31,68000,RENT,-15.347589341728707,VENTURE,D,1800000,16.29,0.26,N,10,0,corrupted_VENTURE,RENT_31,Medium Rate
39624,22,52500,RENT,6.0,EDUCATION,A,800000,6.92,0.15,N,2,0,corrupted_EDUCATION,RENT_22,Low Rate
39625,26,36000,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.74,0.28,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_26,Medium Rate
39626,26,51600,RENT,1.5250690092067742,HOMEIMPROVEMENT,B,3500,9.96,0.07,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_26,Low Rate
39627,24,63504,RENT,1.8791544507975724,MEDICAL,C,3500,10.0,0.06,N,4,0,corrupted_MEDICAL,RENT_24,Medium Rate
39628,24,45000,RENT,4.0,MEDICAL,missing,2000,11.49,0.04,N,4,0,corrupted_MEDICAL,RENT_24,Medium Rate
39629,38,60000,RENT,2.3401823874597687,EDUCATION,B,1000000,12.42,0.17,N,11,0,corrupted_EDUCATION,RENT_38,Medium Rate
39630,28,34800,RENT,-2.049017901281234,MEDICAL,E,1000000,19.03,0.28,N,9,1,corrupted_MEDICAL,RENT_28,Medium Rate
39631,37,130000,RENT,17.709129643039223,HOMEIMPROVEMENT,missing,800000,13.16,0.06,N,12,0,corrupted_HOMEIMPROVEMENT,RENT_37,Medium Rate
39632,30,50000,RENT,-0.5641282179659486,DEBTCONSOLIDATION,B,3000,9.99,0.06,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_30,Low Rate
39633,30,100000,RENT,3.0,HOMEIMPROVEMENT,B,1500000,11.14,0.15,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_30,Medium Rate
39634,23,80000,RENT,11.83825905961085,EDUCATION,B,6000,11.49,0.07,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
39635,27,40000,RENT,0.0,MEDICAL,missing,3000,7.51,0.07,N,6,0,corrupted_MEDICAL,RENT_27,Low Rate
39636,21,49000,RENT,5.0,MEDICAL,A,3500,6.99,0.07,N,4,0,corrupted_MEDICAL,RENT_21,Low Rate
39637,29,60000,RENT,2.0,VENTURE,A,10000,8.94,0.17,N,7,0,corrupted_VENTURE,RENT_29,Low Rate
39638,22,56664,RENT,2.0,VENTURE,B,13800,10.25,0.26,N,3,0,corrupted_VENTURE,RENT_22,Medium Rate
39639,22,75000,RENT,6.147714898255012,EDUCATION,B,8000,12.53,0.11,N,2,0,corrupted_EDUCATION,RENT_22,Medium Rate
39640,24,108000,RENT,6.0,DEBTCONSOLIDATION,missing,2500000,13.36,0.23,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
39641,26,54000,RENT,4.0,HOMEIMPROVEMENT,B,1000000,11.71,0.19,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,Medium Rate
39642,23,30000,RENT,8.660404726133516,DEBTCONSOLIDATION,D,500000,16.77,0.17,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39643,23,70000,RENT,0.0,EDUCATION,missing,4000,7.4,0.06,N,4,0,corrupted_EDUCATION,RENT_23,Low Rate
39644,21,50000,RENT,5.0,MEDICAL,A,7300,7.88,0.15,N,4,0,corrupted_MEDICAL,RENT_21,Low Rate
39645,23,75000,RENT,7.0,VENTURE,A,7000,6.99,0.09,N,2,0,corrupted_VENTURE,RENT_23,Low Rate
39646,27,46000,RENT,8.0,PERSONAL,B,400000,11.71,0.09,N,6,0,corrupted_PERSONAL,RENT_27,Medium Rate
39647,21,24000,RENT,5.0,EDUCATION,B,5000,10.99,0.21,N,3,0,corrupted_EDUCATION,RENT_21,Medium Rate
39648,28,95000,RENT,3.0,VENTURE,B,17000,12.42,0.19,N,8,0,corrupted_VENTURE,RENT_28,Medium Rate
39649,34,72000,RENT,8.070485901381064,EDUCATION,A,2500,7.51,0.03,N,5,0,corrupted_EDUCATION,RENT_34,Low Rate
39650,23,75000,RENT,2.0,VENTURE,D,1200000,14.09,0.16,N,2,0,corrupted_VENTURE,RENT_23,Medium Rate
39651,30,65000,RENT,14.255794405972892,MEDICAL,B,2000000,10.75,0.31,N,8,1,corrupted_MEDICAL,RENT_30,Medium Rate
39652,27,80000,RENT,14.730113132507881,PERSONAL,B,1800000,9.88,0.23,N,8,0,corrupted_PERSONAL,RENT_27,Low Rate
39653,29,120000,RENT,13.0,VENTURE,C,1500000,13.61,0.13,N,9,0,corrupted_VENTURE,RENT_29,Medium Rate
39654,23,100000,RENT,2.0,EDUCATION,A,5000,7.14,0.05,N,3,0,corrupted_EDUCATION,RENT_23,Low Rate
39655,27,30000,RENT,2.0,DEBTCONSOLIDATION,A,500000,6.03,0.17,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_27,Low Rate
39656,22,90000,RENT,2.0,MEDICAL,A,8000,7.51,0.09,N,4,0,corrupted_MEDICAL,RENT_22,Low Rate
39657,26,125000,RENT,0.0,PERSONAL,A,8000,7.51,0.06,N,2,0,corrupted_PERSONAL,RENT_26,Low Rate
39658,24,115742,RENT,19.023581902592056,HOMEIMPROVEMENT,B,7500,12.69,0.07,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
39659,24,48000,RENT,1.0,EDUCATION,B,800000,11.99,0.17,N,2,0,corrupted_EDUCATION,RENT_24,Medium Rate
39660,25,95950,RENT,2.0,PERSONAL,missing,25000,14.42,0.27,N,3,1,corrupted_PERSONAL,RENT_25,Medium Rate
39661,30,70000,RENT,15.0,EDUCATION,A,800000,6.17,0.11,N,9,0,corrupted_EDUCATION,RENT_30,Low Rate
39662,24,77000,RENT,6.0,VENTURE,B,12000,11.71,0.16,N,2,0,corrupted_VENTURE,RENT_24,Medium Rate
39663,23,36000,RENT,8.0,MEDICAL,A,450000,5.42,0.13,N,3,0,corrupted_MEDICAL,RENT_23,Low Rate
39664,22,33600,RENT,8.892678547127694,MEDICAL,C,5400,14.27,0.15,N,2,0,corrupted_MEDICAL,RENT_22,Medium Rate
39665,23,52000,RENT,7.0,MEDICAL,missing,150000,15.23,0.03,N,2,0,corrupted_MEDICAL,RENT_23,Medium Rate
39666,36,25000,RENT,-2.365330962760236,DEBTCONSOLIDATION,B,1600,10.59,0.06,N,17,0,corrupted_DEBTCONSOLIDATION,RENT_36,Medium Rate
39667,22,50000,RENT,6.0,DEBTCONSOLIDATION,missing,7800,7.49,0.15,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,Low Rate
39668,23,45336,RENT,7.0,VENTURE,A,11250,7.51,0.25,N,3,0,corrupted_VENTURE,RENT_23,Low Rate
39669,21,24000,RENT,2.0,MEDICAL,B,3000,11.49,0.13,N,3,1,corrupted_MEDICAL,RENT_21,Medium Rate
39670,22,65000,RENT,2.0,MEDICAL,A,10000,6.17,0.15,N,2,0,corrupted_MEDICAL,RENT_22,Low Rate
39671,32,65000,RENT,3.0,HOMEIMPROVEMENT,C,20000,13.8,0.31,N,10,1,corrupted_HOMEIMPROVEMENT,RENT_32,Medium Rate
39672,27,43000,RENT,-5.249926297325461,VENTURE,B,7800,9.99,0.18,N,8,0,corrupted_VENTURE,RENT_27,Low Rate
39673,24,27000,RENT,1.0,HOMEIMPROVEMENT,D,7500,16.29,0.28,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
39674,22,60000,RENT,2.9178174531879635,PERSONAL,A,6000,8.9,0.1,N,3,0,corrupted_PERSONAL,RENT_22,Low Rate
39675,39,60000,RENT,18.0,VENTURE,A,500000,7.51,0.08,N,11,0,corrupted_VENTURE,RENT_39,Low Rate
39676,21,45200,RENT,1.0,DEBTCONSOLIDATION,A,5000,8.59,0.11,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_21,Low Rate
39677,22,59959,RENT,6.0,EDUCATION,A,600000,7.51,0.1,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
39678,32,65004,RENT,16.0,PERSONAL,B,1500000,10.99,0.23,N,7,0,corrupted_PERSONAL,RENT_32,Medium Rate
39679,22,40000,RENT,6.0,MEDICAL,C,10000,13.98,0.25,N,3,0,corrupted_MEDICAL,RENT_22,Medium Rate
39680,39,54000,RENT,-2.604336165156737,PERSONAL,C,4000,13.23,0.07,N,12,1,corrupted_PERSONAL,RENT_39,Medium Rate
39681,25,95000,RENT,0.0,EDUCATION,B,500000,9.88,0.05,N,3,0,corrupted_EDUCATION,RENT_25,Low Rate
39682,24,70000,RENT,2.0,EDUCATION,B,600000,10.59,0.09,N,3,0,corrupted_EDUCATION,RENT_24,Medium Rate
39683,23,54000,RENT,3.0,VENTURE,A,1320000,7.9,0.24,N,4,0,corrupted_VENTURE,RENT_23,Low Rate
39684,23,45500,RENT,1.0,EDUCATION,C,9600,13.22,0.21,N,4,0,corrupted_EDUCATION,RENT_23,Medium Rate
39685,27,42500,RENT,11.0,MEDICAL,A,3500,7.68,0.08,N,9,0,corrupted_MEDICAL,RENT_27,Low Rate
39686,22,56000,RENT,8.149035094389083,DEBTCONSOLIDATION,A,1000000,6.62,0.18,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_22,Low Rate
39687,34,550000,RENT,12.0,EDUCATION,A,10400,7.43,0.02,N,10,0,corrupted_EDUCATION,RENT_34,Low Rate
39688,23,60000,RENT,7.0,PERSONAL,B,700000,10.71,0.11,N,3,0,corrupted_PERSONAL,RENT_23,Medium Rate
39689,27,55000,RENT,7.0,PERSONAL,B,10000,10.59,0.18,N,5,0,corrupted_PERSONAL,RENT_27,Medium Rate
39690,21,36000,RENT,5.0,EDUCATION,missing,600000,7.9,0.17,N,2,0,corrupted_EDUCATION,RENT_21,Low Rate
39691,23,28800,RENT,2.0,MEDICAL,B,2000,12.42,0.07,N,2,0,corrupted_MEDICAL,RENT_23,Medium Rate
39692,22,75000,RENT,7.0,EDUCATION,A,1300000,6.03,0.18,N,2,0,corrupted_EDUCATION,RENT_22,Low Rate
39693,22,60000,RENT,6.0,VENTURE,A,6000,7.9,0.1,N,4,0,corrupted_VENTURE,RENT_22,Low Rate
39694,26,50004,RENT,2.0,VENTURE,A,7200,7.88,0.15,N,4,0,corrupted_VENTURE,RENT_26,Low Rate
39695,22,58000,RENT,6.0,VENTURE,D,2750,15.62,0.05,N,2,0,corrupted_VENTURE,RENT_22,Medium Rate
39696,23,54996,RENT,0.0,EDUCATION,C,500000,13.47,0.09,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
39697,32,62000,RENT,16.0,PERSONAL,D,1000000,16.77,0.16,N,7,0,corrupted_PERSONAL,RENT_32,Medium Rate
39698,22,50000,RENT,1.0,VENTURE,B,1000000,11.11,0.2,N,3,0,corrupted_VENTURE,RENT_22,Medium Rate
39699,36,65000,RENT,2.0,EDUCATION,A,360000,7.49,0.06,N,15,0,corrupted_EDUCATION,RENT_36,Low Rate
39700,28,110000,RENT,7.0,MEDICAL,A,7000,6.99,0.06,N,6,0,corrupted_MEDICAL,RENT_28,Low Rate
39701,37,42000,RENT,2.0,MEDICAL,B,10000,9.99,0.24,N,16,0,corrupted_MEDICAL,RENT_37,Low Rate
39702,32,25000,RENT,21.72628497183329,MEDICAL,A,1800,6.62,0.07,N,6,0,corrupted_MEDICAL,RENT_32,Low Rate
39703,33,84000,RENT,2.0,MEDICAL,C,1500000,13.16,0.18,N,5,0,corrupted_MEDICAL,RENT_33,Medium Rate
39704,33,120000,RENT,11.0,PERSONAL,A,200000,6.39,0.02,N,6,0,corrupted_PERSONAL,RENT_33,Low Rate
39705,23,57500,RENT,1.0,MEDICAL,A,1500000,6.54,0.26,N,2,0,corrupted_MEDICAL,RENT_23,Low Rate
39706,30,98000,RENT,9.876090275855724,PERSONAL,A,8000,6.62,0.08,N,9,0,corrupted_PERSONAL,RENT_30,Low Rate
39707,29,74000,RENT,5.0,DEBTCONSOLIDATION,B,720000,11.11,0.09,N,5,1,corrupted_DEBTCONSOLIDATION,RENT_29,Medium Rate
39708,24,80000,RENT,2.0,VENTURE,A,1600000,6.03,0.19,N,4,0,corrupted_VENTURE,RENT_24,Low Rate
39709,23,60000,RENT,7.983365133287326,VENTURE,A,4000,6.92,0.07,N,4,0,corrupted_VENTURE,RENT_23,Low Rate
39710,24,110000,RENT,7.0,HOMEIMPROVEMENT,B,15000,11.14,0.14,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
39711,23,100000,RENT,2.0,EDUCATION,B,5000,10.65,0.05,N,2,0,corrupted_EDUCATION,RENT_23,Medium Rate
39712,24,40000,RENT,4.157322909944445,EDUCATION,B,5000,10.0,0.13,N,2,0,corrupted_EDUCATION,RENT_24,Medium Rate
39713,36,70000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.57,0.29,N,12,0,corrupted_DEBTCONSOLIDATION,RENT_36,Medium Rate
39714,24,100000,RENT,21.94344127304081,HOMEIMPROVEMENT,A,1000000,8.49,0.1,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,Low Rate
39715,24,65000,RENT,8.0,MEDICAL,A,17000,7.88,0.26,N,3,0,corrupted_MEDICAL,RENT_24,Low Rate
39716,30,90000,RENT,14.0,DEBTCONSOLIDATION,C,10000,13.92,0.11,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_30,Medium Rate
39717,26,135000,RENT,10.0,MEDICAL,A,15000,6.92,0.11,N,2,0,corrupted_MEDICAL,RENT_26,Low Rate
39718,30,101000,RENT,12.0,PERSONAL,B,20000,8.88,0.2,N,7,0,corrupted_PERSONAL,RENT_30,Low Rate
39719,29,32000,RENT,1.0,VENTURE,C,6000,13.49,0.19,N,6,0,corrupted_VENTURE,RENT_29,Medium Rate
39720,28,140000,RENT,4.256250273485946,VENTURE,C,25000,13.11,0.18,N,6,0,corrupted_VENTURE,RENT_28,Medium Rate
39721,31,50000,RENT,1.0,PERSONAL,B,3600,10.59,0.07,N,8,0,corrupted_PERSONAL,RENT_31,Medium Rate
39722,25,61754,RENT,7.0,MEDICAL,D,12000,15.62,0.17,N,2,1,corrupted_MEDICAL,RENT_25,Medium Rate
39723,27,55000,RENT,11.0,EDUCATION,C,3000,14.27,0.05,N,10,0,corrupted_EDUCATION,RENT_27,Medium Rate
39724,44,150000,RENT,-3.03242585203067,DEBTCONSOLIDATION,C,21000,13.49,0.14,N,11,0,corrupted_DEBTCONSOLIDATION,RENT_44,Medium Rate
39725,35,60000,RENT,4.0,HOMEIMPROVEMENT,missing,10200,13.92,0.17,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_35,Medium Rate
39726,39,50000,RENT,2.0,HOMEIMPROVEMENT,A,3000,6.76,0.06,N,11,0,corrupted_HOMEIMPROVEMENT,RENT_39,Low Rate
39727,30,34000,RENT,1.0,HOMEIMPROVEMENT,E,250000,16.32,0.07,N,6,1,corrupted_HOMEIMPROVEMENT,RENT_30,Medium Rate
39728,28,61000,RENT,10.0,PERSONAL,B,17900,12.42,0.28,N,10,0,corrupted_PERSONAL,RENT_28,Medium Rate
39729,27,110000,RENT,2.0,EDUCATION,C,3000,13.23,0.03,N,9,0,corrupted_EDUCATION,RENT_27,Medium Rate
39730,32,60000,RENT,2.0,PERSONAL,A,4500,7.88,0.07,N,9,0,corrupted_PERSONAL,RENT_32,Low Rate
39731,50,48000,RENT,2.0,EDUCATION,C,8000,13.47,0.17,N,14,0,corrupted_EDUCATION,RENT_50,Medium Rate
39732,27,70000,RENT,2.0,PERSONAL,B,15000,11.83,0.21,N,7,0,corrupted_PERSONAL,RENT_27,Medium Rate
39733,27,50000,RENT,3.0,VENTURE,C,12000,13.8,0.24,N,5,0,corrupted_VENTURE,RENT_27,Medium Rate
39734,27,30000,RENT,11.0,PERSONAL,A,6000,7.49,0.2,N,6,0,corrupted_PERSONAL,RENT_27,Low Rate
39735,22,60000,RENT,0.0,PERSONAL,D,8000,16.77,0.13,N,3,1,corrupted_PERSONAL,RENT_22,Medium Rate
39736,28,50000,RENT,6.0,HOMEIMPROVEMENT,C,3000,13.61,0.06,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_28,Medium Rate
39737,27,60000,RENT,11.0,VENTURE,A,16000,7.51,0.27,N,7,0,corrupted_VENTURE,RENT_27,Low Rate
39738,30,32000,RENT,1.0,MEDICAL,C,310000,13.49,0.1,N,9,0,corrupted_MEDICAL,RENT_30,Medium Rate
39739,26,50000,RENT,5.0,VENTURE,B,9600,11.99,0.18,N,3,0,corrupted_VENTURE,RENT_26,Medium Rate
39740,23,39240,RENT,0.0,DEBTCONSOLIDATION,C,180000,12.73,0.05,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39741,25,68000,RENT,0.15341743403980956,PERSONAL,B,1590000,10.99,0.22,N,4,0,corrupted_PERSONAL,RENT_25,Medium Rate
39742,21,32000,RENT,1.0,MEDICAL,B,10000,12.53,0.31,N,2,0,corrupted_MEDICAL,RENT_21,Medium Rate
39743,25,50000,RENT,8.0,EDUCATION,A,10000,7.14,0.2,N,4,0,corrupted_EDUCATION,RENT_25,Low Rate
39744,27,54000,RENT,2.0,HOMEIMPROVEMENT,D,750000,14.09,0.14,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_27,Medium Rate
39745,23,50000,RENT,-1.3817475867764824,DEBTCONSOLIDATION,B,6000,10.25,0.12,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
39746,26,33000,RENT,8.0,PERSONAL,A,6000,8.63,0.18,N,2,0,corrupted_PERSONAL,RENT_26,Low Rate
39747,22,52500,RENT,-5.719976607196282,PERSONAL,A,1142500,7.9,0.22,N,3,0,corrupted_PERSONAL,RENT_22,Low Rate
39748,52,28000,RENT,3.0,DEBTCONSOLIDATION,A,7000,8.0,0.25,N,22,0,corrupted_DEBTCONSOLIDATION,RENT_52,Low Rate
39749,25,55000,RENT,9.0,EDUCATION,B,3600,10.59,0.07,N,2,0,corrupted_EDUCATION,RENT_25,Medium Rate
