loan_to_income_ratio,loan_to_income_band
0.15,Moderate Ratio
0.11,Moderate Ratio
171.38,High Ratio
0.25,Moderate Ratio
0.18,Moderate Ratio
24.0,High Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
189.19,High Ratio
0.33,High Ratio
0.17,Moderate Ratio
0.25,Moderate Ratio
172.92,High Ratio
0.04,Low Ratio
0.04,Low Ratio
0.21,Moderate Ratio
0.28,Moderate Ratio
0.21,Moderate Ratio
0.41,High Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
120.0,High Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.16,Moderate Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
300.03,High Ratio
0.09,Low Ratio
0.38,High Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.28,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
171.43,High Ratio
0.18,Moderate Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.27,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
75.01,High Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.06,Low Ratio
108.53,High Ratio
100.0,High Ratio
0.27,Moderate Ratio
0.04,Low Ratio
44.44,High Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.34,High Ratio
0.27,Moderate Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.3,Moderate Ratio
0.29,Moderate Ratio
333.33,High Ratio
0.05,Low Ratio
0.08,Low Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.19,Moderate Ratio
0.29,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.3,Moderate Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.3,High Ratio
0.18,Moderate Ratio
0.11,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.16,Moderate Ratio
0.31,High Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
228.57,High Ratio
0.13,Moderate Ratio
0.34,High Ratio
0.34,High Ratio
0.17,Moderate Ratio
0.1,Low Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.27,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.19,Moderate Ratio
0.27,Moderate Ratio
0.05,Low Ratio
0.46,High Ratio
0.3,Moderate Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.34,High Ratio
0.21,Moderate Ratio
0.27,Moderate Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
50.0,High Ratio
0.06,Low Ratio
0.11,Moderate Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.27,Moderate Ratio
0.1,Low Ratio
15.0,High Ratio
0.14,Moderate Ratio
0.1,Low Ratio
90.91,High Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.06,Low Ratio
0.13,Moderate Ratio
70.0,High Ratio
0.18,Moderate Ratio
200.0,High Ratio
160.0,High Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.26,Moderate Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.4,High Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
179.49,High Ratio
0.25,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.15,Moderate Ratio
125.0,High Ratio
0.24,Moderate Ratio
0.27,Moderate Ratio
0.27,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
80.0,High Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.13,Moderate Ratio
0.18,Moderate Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.31,High Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.16,Moderate Ratio
0.22,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.06,Low Ratio
0.33,High Ratio
0.19,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
93.02,High Ratio
68.33,High Ratio
0.19,Moderate Ratio
0.19,Moderate Ratio
0.28,Moderate Ratio
50.0,High Ratio
0.12,Moderate Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.32,High Ratio
0.34,High Ratio
80.0,High Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.45,High Ratio
0.22,Moderate Ratio
191.3,High Ratio
0.07,Low Ratio
0.06,Low Ratio
0.3,Moderate Ratio
0.06,Low Ratio
58.33,High Ratio
160.91,High Ratio
0.05,Low Ratio
0.36,High Ratio
66.67,High Ratio
0.07,Low Ratio
208.33,High Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
160.0,High Ratio
0.05,Low Ratio
0.08,Low Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
201.39,High Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
0.21,Moderate Ratio
66.67,High Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
254.68,High Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.21,Moderate Ratio
0.34,High Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.31,High Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.4,High Ratio
0.15,Moderate Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.06,Low Ratio
0.26,Moderate Ratio
0.24,Moderate Ratio
0.1,Moderate Ratio
0.21,Moderate Ratio
0.23,Moderate Ratio
0.19,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.32,High Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.45,High Ratio
0.1,Moderate Ratio
0.3,Moderate Ratio
0.35,High Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.28,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.03,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.17,Moderate Ratio
145.45,High Ratio
0.17,Moderate Ratio
0.28,Moderate Ratio
0.11,Moderate Ratio
0.31,High Ratio
0.26,Moderate Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.27,Moderate Ratio
83.33,High Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.2,Moderate Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.06,Low Ratio
0.06,Low Ratio
0.1,Low Ratio
0.15,Moderate Ratio
0.3,High Ratio
0.14,Moderate Ratio
0.1,Low Ratio
0.34,High Ratio
0.09,Low Ratio
0.05,Low Ratio
0.3,Moderate Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.02,Low Ratio
0.04,Low Ratio
0.12,Moderate Ratio
200.0,High Ratio
87.8,High Ratio
0.12,Moderate Ratio
0.09,Low Ratio
101.35,High Ratio
0.1,Low Ratio
116.28,High Ratio
0.06,Low Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
0.05,Low Ratio
55.56,High Ratio
0.1,Moderate Ratio
0.45,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.39,High Ratio
0.04,Low Ratio
357.14,High Ratio
0.12,Moderate Ratio
0.27,Moderate Ratio
58.33,High Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.22,Moderate Ratio
325.21,High Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.09,Low Ratio
175.0,High Ratio
0.4,High Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.23,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
106.06,High Ratio
91.91,High Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.4,High Ratio
77.52,High Ratio
0.04,Low Ratio
0.05,Low Ratio
50.0,High Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
99.62,High Ratio
0.25,Moderate Ratio
0.05,Low Ratio
0.26,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.0,Low Ratio
0.33,High Ratio
0.03,Low Ratio
0.23,Moderate Ratio
0.32,High Ratio
0.24,Moderate Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.27,Moderate Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.15,Moderate Ratio
0.21,Moderate Ratio
0.34,High Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
160.0,High Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.16,Moderate Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.03,Low Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.19,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
208.33,High Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.04,Low Ratio
0.23,Moderate Ratio
141.18,High Ratio
0.42,High Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.11,Moderate Ratio
0.04,Low Ratio
50.0,High Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
34.72,High Ratio
0.09,Low Ratio
0.09,Low Ratio
0.17,Moderate Ratio
75.0,High Ratio
170.45,High Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.42,High Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
58.18,High Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.3,Moderate Ratio
0.05,Low Ratio
0.3,Moderate Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
0.1,Low Ratio
0.06,Low Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.33,High Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
76.92,High Ratio
0.09,Low Ratio
71.43,High Ratio
0.06,Low Ratio
0.32,High Ratio
0.24,Moderate Ratio
0.18,Moderate Ratio
0.1,Low Ratio
133.33,High Ratio
0.43,High Ratio
0.23,Moderate Ratio
0.28,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
166.67,High Ratio
0.05,Low Ratio
104.17,High Ratio
0.27,Moderate Ratio
0.06,Low Ratio
0.24,Moderate Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
0.09,Low Ratio
0.26,Moderate Ratio
0.08,Low Ratio
0.01,Low Ratio
0.24,Moderate Ratio
0.03,Low Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.04,Low Ratio
83.33,High Ratio
0.16,Moderate Ratio
2.6,High Ratio
0.42,High Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.26,Moderate Ratio
86.21,High Ratio
0.1,Moderate Ratio
0.27,Moderate Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
150.0,High Ratio
336.0,High Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
333.33,High Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.22,Moderate Ratio
0.31,High Ratio
0.08,Low Ratio
0.21,Moderate Ratio
0.06,Low Ratio
0.19,Moderate Ratio
0.37,High Ratio
0.23,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.12,Moderate Ratio
0.24,Moderate Ratio
0.18,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.25,Moderate Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.29,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.3,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
83.33,High Ratio
0.17,Moderate Ratio
0.3,Moderate Ratio
0.03,Low Ratio
0.34,High Ratio
0.06,Low Ratio
0.43,High Ratio
0.16,Moderate Ratio
0.1,Low Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.19,Moderate Ratio
111.11,High Ratio
0.03,Low Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.36,High Ratio
0.13,Moderate Ratio
0.03,Low Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.32,High Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.29,Moderate Ratio
0.47,High Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.1,Low Ratio
62.5,High Ratio
0.16,Moderate Ratio
0.2,Moderate Ratio
0.03,Low Ratio
0.3,High Ratio
0.06,Low Ratio
50.0,High Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.27,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.03,Low Ratio
0.25,Moderate Ratio
178.58,High Ratio
0.07,Low Ratio
0.07,Low Ratio
0.19,Moderate Ratio
0.38,High Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.23,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.27,Moderate Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.12,Moderate Ratio
0.32,High Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
49.02,High Ratio
0.26,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.07,Low Ratio
0.31,High Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.1,Low Ratio
254.55,High Ratio
0.2,Moderate Ratio
0.07,Low Ratio
272.73,High Ratio
0.09,Low Ratio
0.18,Moderate Ratio
0.25,Moderate Ratio
0.52,High Ratio
0.1,Low Ratio
0.4,High Ratio
0.06,Low Ratio
0.19,Moderate Ratio
0.27,Moderate Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.28,Moderate Ratio
0.14,Moderate Ratio
0.26,Moderate Ratio
317.46,High Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.03,Low Ratio
0.47,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.04,Low Ratio
0.21,Moderate Ratio
0.07,Low Ratio
107.69,High Ratio
0.02,Low Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
92.31,High Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.27,Moderate Ratio
0.03,Low Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.03,Low Ratio
206.9,High Ratio
0.09,Low Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.04,Low Ratio
142.86,High Ratio
0.07,Low Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.28,Moderate Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.1,Low Ratio
0.3,Moderate Ratio
0.26,Moderate Ratio
0.22,Moderate Ratio
0.03,Low Ratio
0.06,Low Ratio
0.24,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.09,Low Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.06,Low Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.22,Moderate Ratio
0.19,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
0.07,Low Ratio
0.1,Low Ratio
0.16,Moderate Ratio
0.24,Moderate Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
83.33,High Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.18,Moderate Ratio
0.07,Low Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.03,Low Ratio
0.12,Moderate Ratio
205.48,High Ratio
0.05,Low Ratio
0.06,Low Ratio
0.04,Low Ratio
33.33,High Ratio
0.22,Moderate Ratio
0.21,Moderate Ratio
0.25,Moderate Ratio
0.42,High Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.05,Low Ratio
0.23,Moderate Ratio
300.03,High Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.19,Moderate Ratio
71.43,High Ratio
0.26,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.33,High Ratio
50.0,High Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
80.0,High Ratio
0.29,Moderate Ratio
0.28,Moderate Ratio
0.25,Moderate Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.16,Moderate Ratio
0.33,High Ratio
0.02,Low Ratio
0.43,High Ratio
0.25,Moderate Ratio
65.79,High Ratio
0.04,Low Ratio
0.26,Moderate Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.27,Moderate Ratio
0.24,Moderate Ratio
0.3,High Ratio
0.05,Low Ratio
0.07,Low Ratio
0.04,Low Ratio
0.19,Moderate Ratio
188.8,High Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.25,Moderate Ratio
0.22,Moderate Ratio
102.04,High Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.16,Moderate Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.04,Low Ratio
0.09,Low Ratio
0.04,Low Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.44,High Ratio
0.38,High Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.25,Moderate Ratio
0.03,Low Ratio
0.23,Moderate Ratio
0.06,Low Ratio
0.15,Moderate Ratio
0.3,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.04,Low Ratio
0.23,Moderate Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.4,High Ratio
0.35,High Ratio
0.17,Moderate Ratio
0.2,Moderate Ratio
0.16,Moderate Ratio
0.34,High Ratio
0.07,Low Ratio
0.09,Low Ratio
0.27,Moderate Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.11,Moderate Ratio
0.25,Moderate Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.06,Low Ratio
0.05,Low Ratio
0.07,Low Ratio
0.12,Moderate Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.42,High Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.37,High Ratio
0.14,Moderate Ratio
0.3,Moderate Ratio
0.14,Moderate Ratio
153.85,High Ratio
0.19,Moderate Ratio
0.04,Low Ratio
83.33,High Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.07,Low Ratio
354.17,High Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.07,Low Ratio
125.0,High Ratio
466.67,High Ratio
0.1,Low Ratio
0.07,Low Ratio
0.05,Low Ratio
0.13,Moderate Ratio
150.0,High Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
128.0,High Ratio
0.27,Moderate Ratio
0.21,Moderate Ratio
0.3,Moderate Ratio
0.05,Low Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.05,Low Ratio
0.25,Moderate Ratio
94.34,High Ratio
240.38,High Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.23,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.36,High Ratio
0.16,Moderate Ratio
0.33,High Ratio
0.08,Low Ratio
0.3,Moderate Ratio
0.3,Moderate Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
160.0,High Ratio
0.09,Low Ratio
136.36,High Ratio
0.16,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.38,High Ratio
0.04,Low Ratio
48.98,High Ratio
200.0,High Ratio
0.04,Low Ratio
0.23,Moderate Ratio
0.26,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
208.33,High Ratio
0.19,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
166.67,High Ratio
0.25,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.23,Moderate Ratio
0.22,Moderate Ratio
0.04,Low Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.03,Low Ratio
0.11,Moderate Ratio
117.65,High Ratio
0.1,Low Ratio
0.15,Moderate Ratio
96.3,High Ratio
0.25,Moderate Ratio
0.07,Low Ratio
0.06,Low Ratio
119.05,High Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.04,Low Ratio
0.03,Low Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.26,Moderate Ratio
0.09,Low Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.03,Low Ratio
0.06,Low Ratio
120.0,High Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.19,Moderate Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.27,Moderate Ratio
0.15,Moderate Ratio
0.02,Low Ratio
0.38,High Ratio
0.16,Moderate Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
17.27,High Ratio
0.09,Low Ratio
0.03,Low Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.31,High Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.09,Low Ratio
0.16,Moderate Ratio
195.31,High Ratio
0.5,High Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
0.3,Moderate Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.31,High Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.18,Moderate Ratio
0.1,Low Ratio
145.45,High Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
240.0,High Ratio
0.23,Moderate Ratio
0.2,Moderate Ratio
0.05,Low Ratio
150.0,High Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.31,High Ratio
0.11,Moderate Ratio
