id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,normalized_emp_length,emp_length_category
38415,22,24000,RENT,0.0,EDUCATION,A,4000,7.51,0.17,N,3,0,corrupted_EDUCATION,RENT_22,0.0,Junior
38416,24,50000,RENT,18.64659565784955,DEBTCONSOLIDATION,B,15000,10.99,0.3,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.45479501604511097,Senior
38417,23,90000,RENT,4.0,MEDICAL,B,8400,11.14,0.09,N,4,0,corrupted_MEDICAL,RENT_23,0.0975609756097561,Mid-level
38418,28,45000,RENT,4.0,PERSONAL,missing,15000,13.06,0.33,N,7,1,corrupted_PERSONAL,RENT_28,0.0975609756097561,Mid-level
38419,22,54000,RENT,6.0,DEBTCONSOLIDATION,D,6500,16.77,0.12,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_22,0.14634146341463414,Senior
38420,26,100000,RENT,4.0,EDUCATION,A,7000,7.88,0.07,N,3,0,corrupted_EDUCATION,RENT_26,0.0975609756097561,Mid-level
38421,23,65000,RENT,2.0,PERSONAL,B,12000,10.65,0.18,N,2,0,corrupted_PERSONAL,RENT_23,0.04878048780487805,Mid-level
38422,30,42000,RENT,13.0,DEBTCONSOLIDATION,missing,900000,13.11,0.21,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_30,0.3170731707317073,Senior
38423,30,56000,RENT,14.0,PERSONAL,B,800000,10.99,0.14,N,10,0,corrupted_PERSONAL,RENT_30,0.34146341463414637,Senior
38424,25,100000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.11,0.18,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.024390243902439025,Junior
38425,23,47000,RENT,9.805391136479358,EDUCATION,A,9000,6.62,0.19,N,3,0,corrupted_EDUCATION,RENT_23,0.23915588137754532,Senior
38426,24,89772,RENT,8.0,DEBTCONSOLIDATION,B,600000,11.49,0.07,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.1951219512195122,Senior
38427,23,55000,RENT,20.322912476003722,MEDICAL,C,18000,13.16,0.32,N,2,1,corrupted_MEDICAL,RENT_23,0.49568079209765176,Senior
38428,24,63600,RENT,8.0,PERSONAL,B,4000,11.49,0.06,N,4,1,corrupted_PERSONAL,RENT_24,0.1951219512195122,Senior
38429,28,99730,RENT,7.0,HOMEIMPROVEMENT,missing,800000,7.14,0.08,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_28,0.17073170731707318,Senior
38430,22,40000,RENT,3.0,VENTURE,B,6000,10.37,0.15,N,3,0,corrupted_VENTURE,RENT_22,0.07317073170731707,Mid-level
38431,26,72000,RENT,10.0,PERSONAL,C,7000,13.92,0.1,N,2,0,corrupted_PERSONAL,RENT_26,0.24390243902439024,Senior
38432,40,115600,RENT,4.0,HOMEIMPROVEMENT,A,800000,7.88,0.07,N,11,0,corrupted_HOMEIMPROVEMENT,RENT_40,0.0975609756097561,Mid-level
38433,32,80100,RENT,16.0,PERSONAL,B,8000,10.37,0.1,N,5,0,corrupted_PERSONAL,RENT_32,0.3902439024390244,Senior
38434,25,56000,RENT,4.0,PERSONAL,missing,3000,10.99,0.05,N,2,0,corrupted_PERSONAL,RENT_25,0.0975609756097561,Mid-level
38435,43,72000,RENT,4.0,VENTURE,missing,5000,11.86,0.07,N,16,0,corrupted_VENTURE,RENT_43,0.0975609756097561,Mid-level
38436,27,30000,RENT,1.0,HOMEIMPROVEMENT,C,3500,14.72,0.12,N,7,1,corrupted_HOMEIMPROVEMENT,RENT_27,0.024390243902439025,Junior
38437,32,42000,RENT,3.0,DEBTCONSOLIDATION,B,7500,10.39,0.18,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_32,0.07317073170731707,Mid-level
38438,23,60000,RENT,7.0,EDUCATION,B,490000,11.36,0.08,N,3,0,corrupted_EDUCATION,RENT_23,0.17073170731707318,Senior
38439,22,29000,RENT,5.0,VENTURE,A,420000,8.49,0.14,N,4,0,corrupted_VENTURE,RENT_22,0.12195121951219512,Mid-level
38440,22,50000,RENT,1.0,EDUCATION,C,10000,13.47,0.2,N,4,0,corrupted_EDUCATION,RENT_22,0.024390243902439025,Junior
38441,31,48996,RENT,7.0,MEDICAL,missing,5000,13.79,0.1,N,10,0,corrupted_MEDICAL,RENT_31,0.17073170731707318,Senior
38442,30,75000,RENT,4.613071118768355,VENTURE,A,5600,6.99,0.07,N,6,0,corrupted_VENTURE,RENT_30,0.11251392972605744,Mid-level
38443,23,72000,RENT,1.0,VENTURE,C,7500,14.79,0.01,N,3,0,corrupted_VENTURE,RENT_23,0.024390243902439025,Junior
38444,23,45000,RENT,7.914051791069108,VENTURE,missing,360000,6.99,0.08,N,2,0,corrupted_VENTURE,RENT_23,0.19302565344070993,Senior
38445,26,42000,RENT,0.0,PERSONAL,A,18000,6.03,0.42,N,2,0,corrupted_PERSONAL,RENT_26,0.0,Junior
38446,29,100000,RENT,7.0,VENTURE,B,25000,9.25,0.25,N,5,0,corrupted_VENTURE,RENT_29,0.17073170731707318,Senior
38447,22,100000,RENT,3.0,EDUCATION,A,1000,6.76,0.01,N,2,0,corrupted_EDUCATION,RENT_22,0.07317073170731707,Mid-level
38448,26,40000,RENT,0.0,MEDICAL,C,480000,13.49,0.12,N,3,0,corrupted_MEDICAL,RENT_26,0.0,Junior
38449,29,50433,RENT,7.0,VENTURE,A,5000,6.99,0.1,N,9,0,corrupted_VENTURE,RENT_29,0.17073170731707318,Senior
38450,25,44000,RENT,9.0,MEDICAL,C,5000,13.92,0.11,N,4,0,corrupted_MEDICAL,RENT_25,0.21951219512195122,Senior
38451,23,120000,RENT,0.0,DEBTCONSOLIDATION,A,12000,5.79,0.1,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,0.0,Junior
38452,36,50000,RENT,0.0,HOMEIMPROVEMENT,C,720000,13.85,0.14,N,15,0,corrupted_HOMEIMPROVEMENT,RENT_36,0.0,Junior
38453,24,110000,RENT,3.0,PERSONAL,B,10000,10.74,0.09,N,4,0,corrupted_PERSONAL,RENT_24,0.07317073170731707,Mid-level
38454,33,80000,RENT,2.0,HOMEIMPROVEMENT,B,13000,12.53,0.16,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_33,0.04878048780487805,Mid-level
38455,24,36000,RENT,3.0,VENTURE,B,5000,10.0,0.14,N,3,0,corrupted_VENTURE,RENT_24,0.07317073170731707,Mid-level
38456,23,38000,RENT,0.0,VENTURE,A,9600,7.49,0.25,N,3,0,corrupted_VENTURE,RENT_23,0.0,Junior
38457,29,38000,RENT,1.0,VENTURE,B,5000,11.36,0.13,N,6,0,corrupted_VENTURE,RENT_29,0.024390243902439025,Junior
38458,22,60000,RENT,6.0,MEDICAL,B,800000,11.99,0.13,N,3,0,corrupted_MEDICAL,RENT_22,0.14634146341463414,Senior
38459,42,160000,RENT,12.0,HOMEIMPROVEMENT,A,14000,5.42,0.09,N,12,0,corrupted_HOMEIMPROVEMENT,RENT_42,0.2926829268292683,Senior
38460,23,48000,RENT,6.96808613394303,DEBTCONSOLIDATION,B,4500,10.62,0.09,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,0.1699533203400739,Senior
38461,24,72000,RENT,8.0,PERSONAL,B,4200,9.99,0.06,N,3,0,corrupted_PERSONAL,RENT_24,0.1951219512195122,Senior
38462,27,76476,RENT,3.0,DEBTCONSOLIDATION,A,7000,5.99,0.09,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_27,0.07317073170731707,Mid-level
38463,23,45243,RENT,7.0,VENTURE,B,200000,9.45,0.04,N,2,0,corrupted_VENTURE,RENT_23,0.17073170731707318,Senior
38464,26,75000,RENT,10.0,PERSONAL,A,15000,7.88,0.2,N,2,0,corrupted_PERSONAL,RENT_26,0.24390243902439024,Senior
38465,35,30000,RENT,4.0,VENTURE,C,10000,13.79,0.33,N,8,0,corrupted_VENTURE,RENT_35,0.0975609756097561,Mid-level
38466,36,54000,RENT,2.0,PERSONAL,C,10000,12.98,0.19,N,14,1,corrupted_PERSONAL,RENT_36,0.04878048780487805,Mid-level
38467,28,82500,RENT,18.360247979280285,DEBTCONSOLIDATION,A,1110000,7.29,0.13,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_28,0.4478109263239094,Senior
38468,22,100000,RENT,1.0,EDUCATION,B,14000,9.88,0.14,N,4,0,corrupted_EDUCATION,RENT_22,0.024390243902439025,Junior
38469,25,72000,RENT,3.0,VENTURE,A,2400,7.66,0.03,N,3,0,corrupted_VENTURE,RENT_25,0.07317073170731707,Mid-level
38470,22,36000,RENT,2.0,EDUCATION,A,13000,8.94,0.36,N,3,1,corrupted_EDUCATION,RENT_22,0.04878048780487805,Mid-level
38471,22,125004,RENT,4.802498127418744,EDUCATION,A,15000,7.88,0.12,N,4,0,corrupted_EDUCATION,RENT_22,0.11713410066874985,Mid-level
38472,26,60000,RENT,5.0,PERSONAL,A,5000,7.51,0.08,N,2,0,corrupted_PERSONAL,RENT_26,0.12195121951219512,Mid-level
38473,23,75000,RENT,4.0,VENTURE,A,1600000,7.49,0.21,N,3,0,corrupted_VENTURE,RENT_23,0.0975609756097561,Mid-level
38474,34,28500,RENT,1.0,VENTURE,missing,1000,14.59,0.03,N,9,1,corrupted_VENTURE,RENT_34,0.024390243902439025,Junior
38475,26,36707,RENT,2.0,HOMEIMPROVEMENT,A,600000,7.14,0.16,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_26,0.04878048780487805,Mid-level
38476,35,60000,RENT,5.0,EDUCATION,A,8000,8.49,0.13,N,8,0,corrupted_EDUCATION,RENT_35,0.12195121951219512,Mid-level
38477,58,42000,RENT,2.0,VENTURE,missing,1500000,6.54,0.36,N,21,1,corrupted_VENTURE,RENT_58,0.04878048780487805,Mid-level
38478,22,54000,RENT,7.0,DEBTCONSOLIDATION,E,16000,16.32,0.3,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_22,0.17073170731707318,Senior
38479,28,54000,RENT,-1.176753030270064,EDUCATION,A,450000,7.14,0.08,N,9,0,corrupted_EDUCATION,RENT_28,-0.02870129342122107,Junior
38480,23,89900,RENT,7.0,VENTURE,A,22000,7.88,0.27,N,3,0,corrupted_VENTURE,RENT_23,0.17073170731707318,Senior
38481,30,45000,RENT,5.0,PERSONAL,A,300000,7.05,0.07,N,9,0,corrupted_PERSONAL,RENT_30,0.12195121951219512,Mid-level
38482,26,45000,RENT,10.0,PERSONAL,A,6000,6.03,0.13,N,2,0,corrupted_PERSONAL,RENT_26,0.24390243902439024,Senior
38483,25,65000,RENT,9.0,DEBTCONSOLIDATION,B,15000,9.91,0.23,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.21951219512195122,Senior
38484,25,42000,RENT,4.0,DEBTCONSOLIDATION,missing,12000,10.37,0.29,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,0.0975609756097561,Mid-level
38485,52,51850,RENT,9.0,MEDICAL,D,3600,14.11,0.06,N,28,1,corrupted_MEDICAL,RENT_52,0.21951219512195122,Senior
38486,39,200000,RENT,0.0,DEBTCONSOLIDATION,C,1600000,14.79,0.08,N,17,0,corrupted_DEBTCONSOLIDATION,RENT_39,0.0,Junior
38487,24,61800,RENT,5.0,DEBTCONSOLIDATION,missing,5000,10.65,0.08,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.12195121951219512,Mid-level
38488,26,38000,RENT,-4.702076382281251,EDUCATION,C,2500,13.49,0.07,N,3,0,corrupted_EDUCATION,RENT_26,-0.11468478981173783,Junior
38489,31,72000,RENT,3.0,MEDICAL,B,1500000,10.99,0.21,N,9,0,corrupted_MEDICAL,RENT_31,0.07317073170731707,Mid-level
38490,30,60000,RENT,3.0,EDUCATION,C,7500,11.78,0.13,N,5,0,corrupted_EDUCATION,RENT_30,0.07317073170731707,Mid-level
38491,23,60000,RENT,7.0,MEDICAL,B,20000,10.65,0.33,N,4,0,corrupted_MEDICAL,RENT_23,0.17073170731707318,Senior
38492,25,50000,RENT,7.0,PERSONAL,A,1000000,6.54,0.2,N,3,0,corrupted_PERSONAL,RENT_25,0.17073170731707318,Senior
38493,28,140000,RENT,4.0,PERSONAL,D,8000,16.02,0.06,N,10,0,corrupted_PERSONAL,RENT_28,0.0975609756097561,Mid-level
38494,29,106000,RENT,13.0,PERSONAL,C,1000000,14.27,0.09,N,10,0,corrupted_PERSONAL,RENT_29,0.3170731707317073,Senior
38495,24,80000,RENT,1.0,EDUCATION,C,1000000,13.49,0.13,N,2,0,corrupted_EDUCATION,RENT_24,0.024390243902439025,Junior
38496,29,27840,RENT,0.0,PERSONAL,E,8575,19.42,0.31,N,9,1,corrupted_PERSONAL,RENT_29,0.0,Junior
38497,25,60000,RENT,9.0,MEDICAL,B,12000,12.42,0.2,N,3,0,corrupted_MEDICAL,RENT_25,0.21951219512195122,Senior
38498,27,50000,RENT,5.0,HOMEIMPROVEMENT,A,600000,8.9,0.12,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_27,0.12195121951219512,Mid-level
38499,33,75000,RENT,6.0,MEDICAL,B,580000,11.99,0.08,N,8,0,corrupted_MEDICAL,RENT_33,0.14634146341463414,Senior
38500,22,45000,RENT,2.0,MEDICAL,A,1000000,9.38,0.22,N,2,0,corrupted_MEDICAL,RENT_22,0.04878048780487805,Mid-level
38501,34,51996,RENT,7.0,HOMEIMPROVEMENT,missing,3600,11.26,0.07,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_34,0.17073170731707318,Senior
38502,35,60000,RENT,6.0,MEDICAL,A,6000,7.49,0.1,N,9,0,corrupted_MEDICAL,RENT_35,0.14634146341463414,Senior
38503,37,62400,RENT,11.545440387693535,MEDICAL,A,10000,6.62,0.16,N,11,0,corrupted_MEDICAL,RENT_37,0.2815961070169155,Senior
38504,23,150000,RENT,5.0,PERSONAL,D,1200000,14.61,0.08,N,4,0,corrupted_PERSONAL,RENT_23,0.12195121951219512,Mid-level
38505,25,30000,RENT,-1.5994203404083533,VENTURE,C,520000,15.96,0.17,N,3,0,corrupted_VENTURE,RENT_25,-0.03901025220508179,Junior
38506,28,55000,RENT,14.831434115948857,MEDICAL,B,15000,11.48,0.27,N,7,0,corrupted_MEDICAL,RENT_28,0.3617422955109477,Senior
38507,29,92004,RENT,13.0,EDUCATION,A,10000,9.32,0.11,N,9,0,corrupted_EDUCATION,RENT_29,0.3170731707317073,Senior
38508,24,50000,RENT,4.0,PERSONAL,D,8400,15.99,0.17,N,4,0,corrupted_PERSONAL,RENT_24,0.0975609756097561,Mid-level
38509,27,65000,RENT,5.0,EDUCATION,B,1500000,11.49,0.23,N,7,0,corrupted_EDUCATION,RENT_27,0.12195121951219512,Mid-level
38510,26,55000,RENT,9.140157146039577,EDUCATION,B,8000,10.65,0.15,N,2,0,corrupted_EDUCATION,RENT_26,0.22293066209852627,Senior
38511,23,83000,RENT,4.061226092746873,PERSONAL,missing,10000,7.49,0.12,N,3,0,corrupted_PERSONAL,RENT_23,0.09905429494504568,Mid-level
38512,24,45000,RENT,8.0,EDUCATION,A,7800,7.49,0.17,N,2,0,corrupted_EDUCATION,RENT_24,0.1951219512195122,Senior
38513,22,50000,RENT,0.0,EDUCATION,A,10000,7.29,0.2,N,4,0,corrupted_EDUCATION,RENT_22,0.0,Junior
38514,25,48600,RENT,2.0,VENTURE,C,500000,12.53,0.1,N,2,0,corrupted_VENTURE,RENT_25,0.04878048780487805,Mid-level
38515,23,70000,RENT,5.0,VENTURE,A,10000,8.59,0.14,N,3,0,corrupted_VENTURE,RENT_23,0.12195121951219512,Mid-level
38516,27,50000,RENT,4.0,MEDICAL,C,9000,13.79,0.18,N,7,0,corrupted_MEDICAL,RENT_27,0.0975609756097561,Mid-level
38517,31,70000,RENT,15.0,DEBTCONSOLIDATION,B,200000,11.14,0.03,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_31,0.36585365853658536,Senior
38518,22,50000,RENT,1.0,MEDICAL,A,8000,5.42,0.16,N,2,0,corrupted_MEDICAL,RENT_22,0.024390243902439025,Junior
38519,27,66000,RENT,15.975428665749703,EDUCATION,missing,5000,13.99,0.08,N,7,0,corrupted_EDUCATION,RENT_27,0.3896446016036513,Senior
38520,24,24000,RENT,4.0,MEDICAL,B,3000,10.95,0.13,N,2,0,corrupted_MEDICAL,RENT_24,0.0975609756097561,Mid-level
38521,23,95000,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.65,0.16,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,0.0975609756097561,Mid-level
38522,24,107000,RENT,1.0,DEBTCONSOLIDATION,B,3000,11.71,0.03,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.024390243902439025,Junior
38523,27,72000,RENT,0.0,MEDICAL,C,24000,13.92,0.33,N,10,0,corrupted_MEDICAL,RENT_27,0.0,Junior
38524,27,65000,RENT,11.0,MEDICAL,A,800000,7.49,0.12,N,9,0,corrupted_MEDICAL,RENT_27,0.2682926829268293,Senior
38525,28,47000,RENT,1.0,MEDICAL,C,6000,15.96,0.13,N,5,0,corrupted_MEDICAL,RENT_28,0.024390243902439025,Junior
38526,24,48000,RENT,6.0834091118147295,MEDICAL,D,600000,16.89,0.13,N,3,1,corrupted_MEDICAL,RENT_24,0.1483758319954812,Senior
38527,22,60000,RENT,-7.354317825457436,VENTURE,B,800000,12.21,0.13,N,4,0,corrupted_VENTURE,RENT_22,-0.17937360549896184,Junior
38528,24,75000,RENT,6.0,PERSONAL,A,700000,6.92,0.09,N,3,0,corrupted_PERSONAL,RENT_24,0.14634146341463414,Senior
38529,44,55000,RENT,2.0,VENTURE,C,13000,14.65,0.24,N,11,0,corrupted_VENTURE,RENT_44,0.04878048780487805,Mid-level
38530,30,54000,RENT,5.0,VENTURE,missing,500000,16.45,0.09,N,9,1,corrupted_VENTURE,RENT_30,0.12195121951219512,Mid-level
38531,31,38000,RENT,3.0,VENTURE,A,850000,5.79,0.22,N,10,0,corrupted_VENTURE,RENT_31,0.07317073170731707,Mid-level
38532,22,70000,RENT,6.0,VENTURE,C,6000,14.72,0.09,N,2,0,corrupted_VENTURE,RENT_22,0.14634146341463414,Senior
38533,22,24000,RENT,-11.135779224990271,HOMEIMPROVEMENT,missing,2500,13.92,0.1,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_22,-0.2716043713412261,Junior
38534,29,95000,RENT,13.0,EDUCATION,A,16000,7.49,0.17,N,9,0,corrupted_EDUCATION,RENT_29,0.3170731707317073,Senior
38535,38,62000,RENT,22.0,DEBTCONSOLIDATION,C,180000,14.65,0.03,N,15,0,corrupted_DEBTCONSOLIDATION,RENT_38,0.5365853658536586,Senior
38536,25,29000,RENT,7.0,MEDICAL,C,11500,13.49,0.39,N,4,1,corrupted_MEDICAL,RENT_25,0.17073170731707318,Senior
38537,23,50000,RENT,8.915868193126077,VENTURE,B,8850,10.14,0.17,N,2,0,corrupted_VENTURE,RENT_23,0.21746019983234333,Senior
38538,26,122500,RENT,2.0,DEBTCONSOLIDATION,A,1000000,7.88,0.08,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,0.04878048780487805,Mid-level
38539,32,69996,RENT,4.16182966568832,HOMEIMPROVEMENT,B,10000,11.58,0.14,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_32,0.10150804062654438,Mid-level
38540,34,90000,RENT,14.0,MEDICAL,C,4025,15.96,0.04,N,5,0,corrupted_MEDICAL,RENT_34,0.34146341463414637,Senior
38541,25,65000,RENT,2.0,VENTURE,D,20000,16.71,0.31,N,3,1,corrupted_VENTURE,RENT_25,0.04878048780487805,Mid-level
38542,22,36000,RENT,6.0,EDUCATION,B,2500,10.59,0.07,N,4,0,corrupted_EDUCATION,RENT_22,0.14634146341463414,Senior
38543,30,75000,RENT,5.0,VENTURE,B,25000,11.49,0.33,N,7,0,corrupted_VENTURE,RENT_30,0.12195121951219512,Mid-level
38544,27,35000,RENT,11.00735620677651,EDUCATION,E,600000,16.69,0.17,N,6,1,corrupted_EDUCATION,RENT_27,0.26847210260430515,Senior
38545,26,65000,RENT,5.0,EDUCATION,B,600000,10.99,0.09,N,4,0,corrupted_EDUCATION,RENT_26,0.12195121951219512,Mid-level
38546,25,45000,RENT,8.0,PERSONAL,A,9000,7.51,0.19,N,4,0,corrupted_PERSONAL,RENT_25,0.1951219512195122,Senior
38547,32,50000,RENT,1.0,MEDICAL,B,12000,10.99,0.24,N,9,0,corrupted_MEDICAL,RENT_32,0.024390243902439025,Junior
38548,22,27000,RENT,4.8898792241070685,VENTURE,C,9600,13.85,0.35,N,3,1,corrupted_VENTURE,RENT_22,0.1192653469294407,Mid-level
38549,24,135000,RENT,5.0,VENTURE,B,13800,10.62,0.1,N,4,0,corrupted_VENTURE,RENT_24,0.12195121951219512,Mid-level
38550,36,70000,RENT,6.0,EDUCATION,C,6000,13.49,0.09,N,13,0,corrupted_EDUCATION,RENT_36,0.14634146341463414,Senior
38551,33,78000,RENT,0.11006874825853652,PERSONAL,missing,8000,10.37,0.1,N,6,0,corrupted_PERSONAL,RENT_33,0.0026846036160618663,Junior
38552,23,48000,RENT,7.0,PERSONAL,A,3000,7.37,0.06,N,2,0,corrupted_PERSONAL,RENT_23,0.17073170731707318,Senior
38553,21,24996,RENT,3.0,VENTURE,A,5000,8.49,0.2,N,3,0,corrupted_VENTURE,RENT_21,0.07317073170731707,Mid-level
38554,41,37200,RENT,2.0,MEDICAL,C,600000,13.23,0.16,N,16,1,corrupted_MEDICAL,RENT_41,0.04878048780487805,Mid-level
38555,34,120000,RENT,9.0,HOMEIMPROVEMENT,missing,15000,13.61,0.13,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_34,0.21951219512195122,Senior
38556,23,70000,RENT,1.0,VENTURE,B,10000,10.99,0.14,N,3,0,corrupted_VENTURE,RENT_23,0.024390243902439025,Junior
38557,23,69000,RENT,1.0,EDUCATION,A,8000,7.66,0.11,N,4,0,corrupted_EDUCATION,RENT_23,0.024390243902439025,Junior
38558,26,57600,RENT,1.0,HOMEIMPROVEMENT,E,2000,16.89,0.03,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,0.024390243902439025,Junior
38559,21,24000,RENT,1.0,MEDICAL,C,6000,12.68,0.25,N,4,0,corrupted_MEDICAL,RENT_21,0.024390243902439025,Junior
38560,24,35000,RENT,3.0,VENTURE,missing,5000,11.12,0.14,N,2,0,corrupted_VENTURE,RENT_24,0.07317073170731707,Mid-level
38561,23,12000,RENT,0.0,VENTURE,B,2000,10.74,0.17,N,2,0,corrupted_VENTURE,RENT_23,0.0,Junior
38562,35,38000,RENT,0.0,PERSONAL,B,12000,10.65,0.32,N,8,1,corrupted_PERSONAL,RENT_35,0.0,Junior
38563,29,58000,RENT,5.971272099194226,VENTURE,A,3200,7.29,0.06,N,8,0,corrupted_VENTURE,RENT_29,0.14564078290717625,Senior
38564,27,60000,RENT,1.0,MEDICAL,B,6000,10.75,0.1,N,8,0,corrupted_MEDICAL,RENT_27,0.024390243902439025,Junior
38565,22,54000,RENT,1.0,PERSONAL,C,1000000,13.11,0.18,N,2,0,corrupted_PERSONAL,RENT_22,0.024390243902439025,Junior
38566,23,48000,RENT,1.0,MEDICAL,A,5000,5.42,0.1,N,3,0,corrupted_MEDICAL,RENT_23,0.024390243902439025,Junior
38567,23,29654,RENT,1.0,VENTURE,A,10000,6.54,0.34,N,2,1,corrupted_VENTURE,RENT_23,0.024390243902439025,Junior
38568,23,45600,RENT,7.0,MEDICAL,C,13000,13.35,0.29,N,3,0,corrupted_MEDICAL,RENT_23,0.17073170731707318,Senior
38569,25,45000,RENT,0.0,MEDICAL,A,9000,6.91,0.2,N,2,0,corrupted_MEDICAL,RENT_25,0.0,Junior
38570,24,24000,RENT,-4.006522987745917,MEDICAL,E,925000,14.75,0.39,N,2,1,corrupted_MEDICAL,RENT_24,-0.09772007287185164,Junior
38571,22,45000,RENT,2.8998919161620877,PERSONAL,A,6000,6.17,0.13,N,4,0,corrupted_PERSONAL,RENT_22,0.07072907112590458,Mid-level
38572,26,85000,RENT,4.0,HOMEIMPROVEMENT,A,1600000,7.51,0.19,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_26,0.0975609756097561,Mid-level
38573,28,75000,RENT,12.0,PERSONAL,B,20000,10.95,0.27,N,9,0,corrupted_PERSONAL,RENT_28,0.2926829268292683,Senior
38574,23,54000,RENT,16.7710066911132,MEDICAL,D,8000,15.99,0.15,N,2,1,corrupted_MEDICAL,RENT_23,0.40904894368568784,Senior
38575,45,47496,RENT,8.0,VENTURE,B,500000,12.69,0.11,N,13,0,corrupted_VENTURE,RENT_45,0.1951219512195122,Senior
38576,34,32000,RENT,3.0,VENTURE,A,1200000,7.29,0.38,N,10,1,corrupted_VENTURE,RENT_34,0.07317073170731707,Mid-level
38577,32,150000,RENT,11.0,EDUCATION,C,12000,13.49,0.08,N,7,0,corrupted_EDUCATION,RENT_32,0.2682926829268293,Senior
38578,23,30000,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.74,0.17,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_23,0.0,Junior
38579,24,33996,RENT,8.0,DEBTCONSOLIDATION,D,500000,15.37,0.15,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_24,0.1951219512195122,Senior
38580,24,30000,RENT,6.0,DEBTCONSOLIDATION,A,600000,7.51,0.2,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,0.14634146341463414,Senior
38581,24,50000,RENT,4.0,EDUCATION,C,750000,11.72,0.15,N,3,0,corrupted_EDUCATION,RENT_24,0.0975609756097561,Mid-level
38582,29,38000,RENT,0.0,PERSONAL,C,6000,12.87,0.16,N,5,0,corrupted_PERSONAL,RENT_29,0.0,Junior
38583,27,60000,RENT,9.0,DEBTCONSOLIDATION,B,300000,11.49,0.05,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_27,0.21951219512195122,Senior
38584,26,96000,RENT,3.0,HOMEIMPROVEMENT,E,24000,17.14,0.25,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_26,0.07317073170731707,Mid-level
38585,29,60000,RENT,20.85228281482798,MEDICAL,A,15000,6.62,0.25,N,9,0,corrupted_MEDICAL,RENT_29,0.5085922637762922,Senior
38586,31,85000,RENT,15.0,PERSONAL,A,12000,7.51,0.14,N,9,0,corrupted_PERSONAL,RENT_31,0.36585365853658536,Senior
38587,28,135000,RENT,-0.1688394511107827,EDUCATION,A,10000,7.9,0.07,N,5,0,corrupted_EDUCATION,RENT_28,-0.00411803539294592,Junior
38588,23,100000,RENT,7.0,EDUCATION,B,15000,10.62,0.15,N,2,0,corrupted_EDUCATION,RENT_23,0.17073170731707318,Senior
38589,24,70000,RENT,8.0,HOMEIMPROVEMENT,missing,8000,6.99,0.11,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,0.1951219512195122,Senior
38590,28,61500,RENT,2.0,EDUCATION,B,480000,11.48,0.08,N,5,0,corrupted_EDUCATION,RENT_28,0.04878048780487805,Mid-level
38591,31,78996,RENT,2.0,PERSONAL,C,12000,13.16,0.15,N,8,0,corrupted_PERSONAL,RENT_31,0.04878048780487805,Mid-level
38592,28,60000,RENT,12.0,MEDICAL,A,9800,8.94,0.16,N,9,0,corrupted_MEDICAL,RENT_28,0.2926829268292683,Senior
38593,26,62000,RENT,8.0,VENTURE,A,600000,5.99,0.1,N,4,0,corrupted_VENTURE,RENT_26,0.1951219512195122,Senior
38594,22,37200,RENT,2.0,VENTURE,B,15000,9.64,0.4,N,4,1,corrupted_VENTURE,RENT_22,0.04878048780487805,Mid-level
