id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,credit_hist_change
41127,44,58000,RENT,2.0,EDUCATION,E,800000,16.45,0.14,N,11,1,corrupted_EDUCATION,RENT_44,8
41128,35,54000,RENT,7.0,PERSONAL,B,4000,11.26,0.07,N,8,1,corrupted_PERSONAL,RENT_35,-3
41129,22,40000,RENT,6.0,EDUCATION,A,5000,6.62,0.13,N,3,0,corrupted_EDUCATION,RENT_22,-5
41130,27,30000,RENT,0.0,VENTURE,D,1400000,17.27,0.47,N,9,1,corrupted_VENTURE,RENT_27,6
41131,22,42000,RENT,4.0,EDUCATION,D,4000,16.7,0.1,N,2,1,corrupted_EDUCATION,RENT_22,-7
41132,36,150000,RENT,3.0,EDUCATION,A,10000,7.29,0.07,N,16,0,corrupted_EDUCATION,RENT_36,14
41133,23,120000,RENT,7.0,EDUCATION,B,600000,9.99,0.05,N,2,0,corrupted_EDUCATION,RENT_23,-14
41134,25,30000,RENT,4.0,EDUCATION,A,390000,6.92,0.13,N,2,0,corrupted_EDUCATION,RENT_25,0
41135,22,48000,RENT,6.0,VENTURE,B,7200,12.42,0.15,N,4,0,corrupted_VENTURE,RENT_22,2
41136,26,74500,RENT,0.0,MEDICAL,F,8000,20.09,0.1,N,3,1,corrupted_MEDICAL,RENT_26,-1
41137,23,42000,RENT,2.0,DEBTCONSOLIDATION,A,600000,7.66,0.14,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,0
41138,22,75000,RENT,6.0,MEDICAL,B,960000,11.99,0.13,N,2,0,corrupted_MEDICAL,RENT_22,-1
41139,23,44000,RENT,0.0,EDUCATION,A,12000,7.88,0.27,N,2,0,corrupted_EDUCATION,RENT_23,0
41140,24,70000,RENT,9.0,PERSONAL,A,14400,7.9,0.21,N,2,0,corrupted_PERSONAL,RENT_24,0
41141,54,84000,RENT,1.0,VENTURE,F,25000,16.08,0.3,N,28,1,corrupted_VENTURE,RENT_54,26
41142,29,33000,RENT,3.0,DEBTCONSOLIDATION,C,1600,14.22,0.05,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_29,-22
41143,23,78000,RENT,7.0,MEDICAL,A,14000,8.9,0.18,N,2,0,corrupted_MEDICAL,RENT_23,-4
41144,23,45000,RENT,7.0,EDUCATION,A,6200,6.62,0.14,N,4,0,corrupted_EDUCATION,RENT_23,2
41145,28,65000,RENT,12.0,HOMEIMPROVEMENT,A,4500,6.03,0.07,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_28,3
41146,27,95000,RENT,11.0,MEDICAL,A,5000,7.51,0.05,N,5,0,corrupted_MEDICAL,RENT_27,-2
41147,28,39600,RENT,5.0,PERSONAL,D,10000,15.99,0.25,N,7,0,corrupted_PERSONAL,RENT_28,2
41148,28,53000,RENT,12.0,HOMEIMPROVEMENT,A,5000,5.42,0.09,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_28,1
41149,28,52000,RENT,0.0,MEDICAL,C,12500,13.92,0.25,N,9,0,corrupted_MEDICAL,RENT_28,1
41150,31,96000,RENT,8.0,MEDICAL,A,4000,6.76,0.04,N,10,0,corrupted_MEDICAL,RENT_31,1
41151,27,40000,RENT,1.0,PERSONAL,C,6000,14.26,0.15,N,6,0,corrupted_PERSONAL,RENT_27,-4
41152,37,110000,RENT,11.0,DEBTCONSOLIDATION,A,15000,8.94,0.14,N,17,0,corrupted_DEBTCONSOLIDATION,RENT_37,11
41153,24,70000,RENT,4.0,EDUCATION,NA,1600000,12.73,0.23,N,3,0,corrupted_EDUCATION,RENT_24,-14
41154,24,100000,RENT,4.0,EDUCATION,A,12000,6.03,0.12,N,4,0,corrupted_EDUCATION,RENT_24,1
41155,37,69996,RENT,0.0,VENTURE,B,4800,10.2,0.07,N,13,0,corrupted_VENTURE,RENT_37,9
41156,25,60000,RENT,9.0,PERSONAL,D,1500000,14.96,0.25,N,4,0,corrupted_PERSONAL,RENT_25,-9
41157,22,60000,RENT,1.0,VENTURE,B,2500,11.86,0.04,N,4,0,corrupted_VENTURE,RENT_22,0
41158,23,70560,RENT,1.0,EDUCATION,A,960000,7.49,0.13,N,4,0,corrupted_EDUCATION,RENT_23,0
41159,25,50000,RENT,6.0,MEDICAL,A,750000,8.94,0.15,N,4,0,corrupted_MEDICAL,RENT_25,0
41160,23,42000,RENT,7.0,VENTURE,D,15000,16.32,0.36,N,3,0,corrupted_VENTURE,RENT_23,-1
41161,43,57000,RENT,0.0,HOMEIMPROVEMENT,D,9250,14.46,0.17,N,15,1,corrupted_HOMEIMPROVEMENT,RENT_43,12
41162,29,30720,RENT,6.0,VENTURE,C,1000000,13.49,0.33,N,10,1,corrupted_VENTURE,RENT_29,-5
41163,30,60000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.37,0.08,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_30,-4
41164,43,50000,RENT,1.0,DEBTCONSOLIDATION,C,15000,13.49,0.3,N,16,0,corrupted_DEBTCONSOLIDATION,RENT_43,10
41165,22,47000,RENT,3.0,DEBTCONSOLIDATION,D,14000,14.11,0.31,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_22,-12
41166,22,60000,RENT,6.0,MEDICAL,NA,5000,13.06,0.08,N,3,0,corrupted_MEDICAL,RENT_22,-1
41167,25,49000,RENT,3.0,MEDICAL,E,11000,19.03,0.22,N,4,1,corrupted_MEDICAL,RENT_25,1
41168,23,70000,RENT,4.0,EDUCATION,A,9500,6.92,0.14,N,4,0,corrupted_EDUCATION,RENT_23,0
41169,24,45000,RENT,0.0,VENTURE,A,600000,7.51,0.13,N,2,0,corrupted_VENTURE,RENT_24,-2
41170,27,39000,RENT,2.0,DEBTCONSOLIDATION,D,9000,16.0,0.24,N,9,1,corrupted_DEBTCONSOLIDATION,RENT_27,7
41171,24,50000,RENT,8.0,VENTURE,B,8000,11.12,0.16,N,4,0,corrupted_VENTURE,RENT_24,-5
41172,24,54000,RENT,5.0,DEBTCONSOLIDATION,A,5000,5.42,0.09,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,0
41173,39,44000,RENT,6.0,PERSONAL,B,6000,10.74,0.14,N,16,0,corrupted_PERSONAL,RENT_39,12
41174,27,62000,RENT,2.0,EDUCATION,A,10000,7.9,0.16,N,8,0,corrupted_EDUCATION,RENT_27,-8
41175,29,60000,RENT,13.0,EDUCATION,A,7000,8.9,0.12,N,9,0,corrupted_EDUCATION,RENT_29,1
41176,27,90000,RENT,3.0,DEBTCONSOLIDATION,A,1200000,6.03,0.13,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_27,-1
41177,35,55000,RENT,5.0,DEBTCONSOLIDATION,A,1200000,7.88,0.22,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_35,-3
41178,26,113000,RENT,0.0,EDUCATION,E,12000,16.0,0.11,N,4,1,corrupted_EDUCATION,RENT_26,-1
41179,23,45000,RENT,7.0,MEDICAL,B,10000,10.65,0.22,N,3,0,corrupted_MEDICAL,RENT_23,-1
41180,32,86400,RENT,6.0,VENTURE,C,1640000,13.98,0.19,N,7,0,corrupted_VENTURE,RENT_32,4
41181,29,100000,RENT,4.0,MEDICAL,B,10000,9.45,0.1,N,8,0,corrupted_MEDICAL,RENT_29,1
41182,28,90000,RENT,9.0,EDUCATION,A,6000,7.49,0.07,N,5,0,corrupted_EDUCATION,RENT_28,-3
41183,21,40000,RENT,0.0,PERSONAL,B,1500000,11.71,0.38,N,3,1,corrupted_PERSONAL,RENT_21,-2
41184,24,29000,RENT,2.0,EDUCATION,B,1200,11.89,0.04,N,3,0,corrupted_EDUCATION,RENT_24,0
41185,25,49000,RENT,4.0,MEDICAL,A,2400,6.92,0.05,N,3,0,corrupted_MEDICAL,RENT_25,0
41186,25,50000,RENT,4.0,VENTURE,NA,10000,9.99,0.2,N,2,0,corrupted_VENTURE,RENT_25,-1
41187,41,50000,RENT,5.0,HOMEIMPROVEMENT,C,200000,13.06,0.04,N,12,0,corrupted_HOMEIMPROVEMENT,RENT_41,10
41188,21,44000,RENT,5.0,MEDICAL,A,10000,7.51,0.23,N,4,0,corrupted_MEDICAL,RENT_21,-8
41189,41,31200,RENT,23.0,PERSONAL,A,8000,7.51,0.27,N,7,0,corrupted_PERSONAL,RENT_41,3
41190,27,70000,RENT,11.0,VENTURE,B,5600,10.65,0.08,N,7,0,corrupted_VENTURE,RENT_27,0
41191,24,60000,RENT,1.0,HOMEIMPROVEMENT,B,4800,9.99,0.08,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,-3
41192,25,44000,RENT,1.0,VENTURE,B,9500,12.53,0.22,N,2,1,corrupted_VENTURE,RENT_25,-2
41193,29,54000,RENT,13.0,PERSONAL,B,1200000,11.99,0.22,N,7,0,corrupted_PERSONAL,RENT_29,5
41194,22,36000,RENT,6.0,EDUCATION,B,500000,11.11,0.14,N,3,0,corrupted_EDUCATION,RENT_22,-4
41195,27,81600,RENT,5.0,HOMEIMPROVEMENT,A,1150000,6.92,0.14,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_27,2
41196,25,83000,RENT,9.0,DEBTCONSOLIDATION,A,1000000,7.66,0.12,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_25,-1
41197,25,72000,RENT,9.0,DEBTCONSOLIDATION,D,1500000,14.96,0.21,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,-1
41198,32,70000,RENT,9.0,VENTURE,A,1300000,5.42,0.19,N,7,0,corrupted_VENTURE,RENT_32,4
41199,24,25200,RENT,7.0,MEDICAL,NA,300000,7.37,0.12,N,2,0,corrupted_MEDICAL,RENT_24,-5
41200,34,49000,RENT,2.0,MEDICAL,B,5000,12.21,0.1,N,9,0,corrupted_MEDICAL,RENT_34,7
41201,34,120000,RENT,4.0,EDUCATION,A,14000,8.49,0.12,N,9,0,corrupted_EDUCATION,RENT_34,0
41202,26,39996,RENT,0.0,VENTURE,B,6000,9.7,0.15,N,2,0,corrupted_VENTURE,RENT_26,-7
41203,23,35000,RENT,7.0,PERSONAL,NA,5000,7.29,0.14,N,2,0,corrupted_PERSONAL,RENT_23,0
41204,28,33000,RENT,3.0,PERSONAL,NA,5500,10.36,0.17,N,9,0,corrupted_PERSONAL,RENT_28,7
41205,40,60000,RENT,4.0,HOMEIMPROVEMENT,NA,15000,14.96,0.25,N,16,0,corrupted_HOMEIMPROVEMENT,RENT_40,7
41206,27,60000,RENT,11.0,PERSONAL,B,8000,12.21,0.13,N,5,0,corrupted_PERSONAL,RENT_27,-11
41207,23,75000,RENT,2.0,MEDICAL,NA,4000,11.83,0.05,N,3,0,corrupted_MEDICAL,RENT_23,-2
41208,26,62000,RENT,2.0,DEBTCONSOLIDATION,A,1400000,7.88,0.23,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_26,0
41209,22,55000,RENT,6.0,MEDICAL,C,12000,12.61,0.22,N,3,0,corrupted_MEDICAL,RENT_22,0
41210,27,60000,RENT,2.0,DEBTCONSOLIDATION,B,2400,12.69,0.04,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_27,4
41211,22,26000,RENT,6.0,EDUCATION,D,8000,15.65,0.31,N,4,1,corrupted_EDUCATION,RENT_22,-3
41212,32,75000,RENT,14.0,VENTURE,NA,16500,13.57,0.21,N,8,0,corrupted_VENTURE,RENT_32,4
41213,23,50000,RENT,0.0,EDUCATION,A,750000,8.9,0.14,N,3,0,corrupted_EDUCATION,RENT_23,-5
41214,30,90000,RENT,4.0,MEDICAL,NA,600000,11.86,0.07,N,8,0,corrupted_MEDICAL,RENT_30,5
41215,22,38000,RENT,6.0,DEBTCONSOLIDATION,NA,1000,7.88,0.03,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,-4
41216,24,54996,RENT,8.0,EDUCATION,A,600000,5.79,0.11,N,2,0,corrupted_EDUCATION,RENT_24,-2
41217,28,85000,RENT,7.0,VENTURE,C,10000,12.61,0.12,N,8,0,corrupted_VENTURE,RENT_28,6
41218,28,75000,RENT,3.0,HOMEIMPROVEMENT,A,7200,7.88,0.1,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_28,-1
41219,27,65000,RENT,11.0,EDUCATION,NA,10000,7.74,0.15,N,6,0,corrupted_EDUCATION,RENT_27,-1
41220,24,54000,RENT,4.0,DEBTCONSOLIDATION,B,5200,9.63,0.1,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,-4
41221,28,100000,RENT,8.0,PERSONAL,A,2500000,7.9,0.25,N,6,0,corrupted_PERSONAL,RENT_28,4
41222,30,85000,RENT,2.0,PERSONAL,A,600000,6.76,0.07,N,7,0,corrupted_PERSONAL,RENT_30,1
41223,33,55000,RENT,7.0,MEDICAL,B,3200,10.99,0.06,N,10,0,corrupted_MEDICAL,RENT_33,3
41224,32,25200,RENT,0.0,DEBTCONSOLIDATION,C,3000,14.35,0.12,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_32,-5
41225,23,80000,RENT,7.0,EDUCATION,A,1000000,5.99,0.13,N,2,0,corrupted_EDUCATION,RENT_23,-3
41226,23,65000,RENT,1.0,EDUCATION,A,8000,6.91,0.12,N,2,0,corrupted_EDUCATION,RENT_23,0
41227,26,35000,RENT,2.0,DEBTCONSOLIDATION,C,2000,14.27,0.06,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,0
41228,23,30000,RENT,7.0,EDUCATION,C,6000,14.72,0.2,N,2,0,corrupted_EDUCATION,RENT_23,0
41229,23,30000,RENT,3.0,EDUCATION,A,4600,8.94,0.16,N,3,0,corrupted_EDUCATION,RENT_23,1
41230,22,60000,RENT,6.0,EDUCATION,A,7000,6.92,0.12,N,4,0,corrupted_EDUCATION,RENT_22,1
41231,23,60000,RENT,7.0,MEDICAL,B,5000,11.71,0.08,N,2,0,corrupted_MEDICAL,RENT_23,-2
41232,23,70000,RENT,7.0,DEBTCONSOLIDATION,A,4500,5.42,0.06,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,0
41233,22,40000,RENT,6.0,PERSONAL,C,500000,12.87,0.13,N,4,0,corrupted_PERSONAL,RENT_22,2
41234,24,56004,RENT,2.0,EDUCATION,A,10000,7.66,0.18,N,3,0,corrupted_EDUCATION,RENT_24,-1
41235,27,44000,RENT,3.0,MEDICAL,NA,6000,14.35,0.14,N,8,0,corrupted_MEDICAL,RENT_27,5
41236,37,36500,RENT,5.0,PERSONAL,B,320000,10.37,0.09,N,17,0,corrupted_PERSONAL,RENT_37,9
41237,33,40000,RENT,2.0,EDUCATION,NA,1500,13.16,0.04,N,9,0,corrupted_EDUCATION,RENT_33,-8
41238,23,70000,RENT,5.0,EDUCATION,B,2000,9.62,0.03,N,4,0,corrupted_EDUCATION,RENT_23,-5
41239,39,65000,RENT,6.0,MEDICAL,C,600000,15.27,0.09,N,12,0,corrupted_MEDICAL,RENT_39,8
41240,35,82500,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.49,0.14,N,6,1,corrupted_DEBTCONSOLIDATION,RENT_35,-6
41241,22,40000,RENT,0.0,MEDICAL,B,7500,12.18,0.19,N,2,0,corrupted_MEDICAL,RENT_22,-4
41242,23,53500,RENT,0.0,EDUCATION,C,5000,13.98,0.09,N,2,0,corrupted_EDUCATION,RENT_23,0
41243,24,75000,RENT,8.0,EDUCATION,B,1500000,12.21,0.2,N,3,0,corrupted_EDUCATION,RENT_24,1
41244,28,20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.48,0.25,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,4
41245,23,32000,RENT,7.0,EDUCATION,C,3600,14.72,0.11,N,3,0,corrupted_EDUCATION,RENT_23,-4
41246,24,50000,RENT,5.0,PERSONAL,B,6000,11.99,0.12,N,3,0,corrupted_PERSONAL,RENT_24,0
41247,23,62500,RENT,0.0,EDUCATION,C,16000,13.11,0.26,N,3,0,corrupted_EDUCATION,RENT_23,0
41248,22,90000,RENT,6.0,MEDICAL,B,8000,10.99,0.09,N,2,0,corrupted_MEDICAL,RENT_22,-1
41249,23,124000,RENT,7.0,VENTURE,E,24000,17.99,0.19,N,3,0,corrupted_VENTURE,RENT_23,1
41250,23,52800,RENT,7.0,VENTURE,NA,7200,14.84,0.13,N,3,0,corrupted_VENTURE,RENT_23,0
41251,27,88500,RENT,11.0,VENTURE,C,2800,13.04,0.03,N,9,0,corrupted_VENTURE,RENT_27,6
41252,24,85000,RENT,0.0,EDUCATION,B,4900,10.59,0.06,N,2,0,corrupted_EDUCATION,RENT_24,-7
41253,23,50000,RENT,7.0,MEDICAL,C,600000,13.49,0.12,N,2,0,corrupted_MEDICAL,RENT_23,0
41254,36,120000,RENT,2.0,VENTURE,A,6000,8.94,0.05,N,16,0,corrupted_VENTURE,RENT_36,14
41255,27,85000,RENT,6.0,PERSONAL,B,12000,9.88,0.14,N,9,0,corrupted_PERSONAL,RENT_27,-7
41256,22,32004,RENT,1.0,DEBTCONSOLIDATION,A,5000,9.32,0.16,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,-5
41257,36,95004,RENT,7.0,EDUCATION,A,18000,9.63,0.19,N,16,0,corrupted_EDUCATION,RENT_36,12
41258,24,42000,RENT,1.0,PERSONAL,A,10000,6.92,0.24,N,4,0,corrupted_PERSONAL,RENT_24,-12
41259,26,54000,RENT,10.0,VENTURE,A,7800,5.79,0.15,N,3,0,corrupted_VENTURE,RENT_26,-1
41260,25,25000,RENT,1.0,MEDICAL,C,5000,12.68,0.2,N,2,0,corrupted_MEDICAL,RENT_25,-1
41261,27,50000,RENT,9.0,DEBTCONSOLIDATION,A,6000,7.49,0.12,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_27,4
41262,26,45000,RENT,2.0,MEDICAL,NA,8000,13.11,0.18,N,3,0,corrupted_MEDICAL,RENT_26,-3
41263,48,60000,RENT,5.0,MEDICAL,A,8000,7.29,0.13,N,13,0,corrupted_MEDICAL,RENT_48,10
41264,25,30000,RENT,2.0,PERSONAL,A,800000,7.9,0.27,N,4,0,corrupted_PERSONAL,RENT_25,-9
41265,29,55000,RENT,4.0,HOMEIMPROVEMENT,B,8000,9.88,0.15,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_29,3
41266,22,78000,RENT,6.0,PERSONAL,B,1200,9.63,0.02,N,2,0,corrupted_PERSONAL,RENT_22,-5
41267,32,73399,RENT,4.0,VENTURE,B,27800,10.0,0.37,N,6,1,corrupted_VENTURE,RENT_32,4
41268,27,20000,RENT,1.0,VENTURE,NA,3200,12.21,0.15,N,8,0,corrupted_VENTURE,RENT_27,2
41269,34,45000,RENT,15.0,EDUCATION,A,10400,5.99,0.23,N,9,0,corrupted_EDUCATION,RENT_34,1
41270,28,58000,RENT,12.0,EDUCATION,C,8000,13.85,0.14,N,10,0,corrupted_EDUCATION,RENT_28,1
41271,34,69500,RENT,0.0,HOMEIMPROVEMENT,A,1200,7.66,0.02,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_34,0
41272,27,70000,RENT,9.0,DEBTCONSOLIDATION,A,6000,7.66,0.09,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_27,-2
41273,22,70000,RENT,6.0,EDUCATION,A,200000,7.9,0.03,N,2,0,corrupted_EDUCATION,RENT_22,-6
41274,24,48000,RENT,8.0,MEDICAL,B,500000,10.74,0.1,N,3,0,corrupted_MEDICAL,RENT_24,1
41275,24,52000,RENT,2.0,VENTURE,B,10000,11.14,0.19,N,4,0,corrupted_VENTURE,RENT_24,1
41276,24,57000,RENT,3.0,HOMEIMPROVEMENT,B,17500,10.99,0.31,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,-2
41277,22,60000,RENT,6.0,MEDICAL,A,12250,8.9,0.2,N,3,0,corrupted_MEDICAL,RENT_22,1
41278,27,60000,RENT,11.0,HOMEIMPROVEMENT,A,300000,5.42,0.05,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_27,4
41279,46,68580,RENT,6.0,PERSONAL,C,6000,13.35,0.09,N,16,0,corrupted_PERSONAL,RENT_46,9
41280,26,32000,RENT,3.0,MEDICAL,A,500000,9.32,0.16,N,2,0,corrupted_MEDICAL,RENT_26,-14
41281,25,128000,RENT,6.0,EDUCATION,A,25000,7.9,0.19,N,2,1,corrupted_EDUCATION,RENT_25,0
41282,24,40000,RENT,2.0,MEDICAL,C,20000,12.84,0.5,N,3,1,corrupted_MEDICAL,RENT_24,1
41283,29,36000,RENT,2.0,PERSONAL,C,900000,13.49,0.25,N,9,0,corrupted_PERSONAL,RENT_29,6
41284,22,60000,RENT,6.0,PERSONAL,C,3600,13.06,0.06,N,4,0,corrupted_PERSONAL,RENT_22,-5
41285,35,61440,RENT,7.0,PERSONAL,A,2500,7.9,0.04,N,7,0,corrupted_PERSONAL,RENT_35,3
41286,50,80000,RENT,0.0,HOMEIMPROVEMENT,B,24000,11.71,0.3,N,15,0,corrupted_HOMEIMPROVEMENT,RENT_50,8
41287,24,40944,RENT,0.0,MEDICAL,NA,8200,11.36,0.2,N,8,0,corrupted_MEDICAL,RENT_24,-7
41288,29,98000,RENT,3.0,HOMEIMPROVEMENT,C,15000,15.96,0.15,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_29,0
41289,23,48000,RENT,5.0,DEBTCONSOLIDATION,B,15000,11.99,0.31,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_23,-4
41290,33,120000,RENT,3.0,PERSONAL,E,6000,18.39,0.05,N,8,0,corrupted_PERSONAL,RENT_33,4
41291,23,45000,RENT,5.0,EDUCATION,A,10000,8.0,0.22,N,3,0,corrupted_EDUCATION,RENT_23,-5
41292,23,84000,RENT,7.0,DEBTCONSOLIDATION,B,1500000,11.11,0.18,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,1
41293,28,52000,RENT,3.0,MEDICAL,B,5000,10.36,0.1,N,8,0,corrupted_MEDICAL,RENT_28,4
41294,40,55000,RENT,5.0,PERSONAL,A,8000,8.49,0.15,N,14,0,corrupted_PERSONAL,RENT_40,6
41295,23,38400,RENT,7.0,EDUCATION,A,500000,7.66,0.13,N,2,0,corrupted_EDUCATION,RENT_23,-12
41296,22,60000,RENT,2.0,PERSONAL,C,5600,13.85,0.09,N,4,0,corrupted_PERSONAL,RENT_22,2
41297,26,31000,RENT,5.0,EDUCATION,A,400000,7.51,0.13,N,4,0,corrupted_EDUCATION,RENT_26,0
41298,26,50000,RENT,3.0,VENTURE,C,12000,13.98,0.24,N,4,0,corrupted_VENTURE,RENT_26,0
41299,31,55000,RENT,2.0,MEDICAL,A,12800,5.42,0.23,N,5,0,corrupted_MEDICAL,RENT_31,1
41300,27,60000,RENT,4.0,EDUCATION,B,12000,12.42,0.2,N,10,0,corrupted_EDUCATION,RENT_27,5
41301,28,65000,RENT,12.0,HOMEIMPROVEMENT,A,3000,7.51,0.05,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_28,0
41302,44,80000,RENT,2.0,VENTURE,C,12000,12.84,0.15,N,11,0,corrupted_VENTURE,RENT_44,1
41303,23,60000,RENT,1.0,VENTURE,NA,12000,7.29,0.2,N,4,0,corrupted_VENTURE,RENT_23,-7
41304,29,60000,RENT,2.0,VENTURE,A,7000,7.51,0.12,N,5,0,corrupted_VENTURE,RENT_29,1
41305,27,56100,RENT,1.0,HOMEIMPROVEMENT,D,3150,14.96,0.05,N,5,1,corrupted_HOMEIMPROVEMENT,RENT_27,0
41306,24,80000,RENT,8.0,HOMEIMPROVEMENT,B,2500000,10.99,0.31,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_24,-2
41307,23,30000,RENT,0.0,VENTURE,B,3300,10.38,0.11,N,3,0,corrupted_VENTURE,RENT_23,0
41308,28,30000,RENT,4.0,MEDICAL,A,7500,8.32,0.25,N,6,0,corrupted_MEDICAL,RENT_28,3
41309,22,69000,RENT,0.0,VENTURE,D,3775,18.25,0.59,N,4,1,corrupted_VENTURE,RENT_22,-2
41310,22,40000,RENT,4.0,EDUCATION,B,12000,12.69,0.3,N,4,0,corrupted_EDUCATION,RENT_22,0
41311,22,65000,RENT,6.0,VENTURE,NA,6500,10.65,0.1,N,2,0,corrupted_VENTURE,RENT_22,-2
41312,24,80000,RENT,4.0,VENTURE,A,4000,7.4,0.05,N,2,0,corrupted_VENTURE,RENT_24,0
41313,26,78408,RENT,10.0,PERSONAL,B,12000,11.99,0.15,N,2,0,corrupted_PERSONAL,RENT_26,0
41314,27,60000,RENT,2.0,EDUCATION,B,12000,10.37,0.2,N,7,0,corrupted_EDUCATION,RENT_27,5
41315,37,90000,RENT,2.0,EDUCATION,D,2500000,16.32,0.28,N,15,1,corrupted_EDUCATION,RENT_37,8
41316,25,100000,RENT,9.0,VENTURE,A,12000,6.62,0.12,N,2,0,corrupted_VENTURE,RENT_25,-13
41317,21,44000,RENT,5.0,PERSONAL,B,11000,9.63,0.24,N,4,0,corrupted_PERSONAL,RENT_21,2
41318,35,190000,RENT,9.0,HOMEIMPROVEMENT,B,1600000,11.26,0.08,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_35,2
41319,26,90000,RENT,1.0,VENTURE,B,6000,11.11,0.07,N,3,0,corrupted_VENTURE,RENT_26,-3
41320,28,82500,RENT,12.0,DEBTCONSOLIDATION,A,11000,7.51,0.13,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_28,6
41321,23,70000,RENT,1.0,EDUCATION,B,5000,8.88,0.07,N,2,0,corrupted_EDUCATION,RENT_23,-7
41322,25,40000,RENT,2.0,DEBTCONSOLIDATION,B,350000,10.36,0.09,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,0
41323,24,85000,RENT,0.0,PERSONAL,A,800000,7.14,0.09,N,4,0,corrupted_PERSONAL,RENT_24,2
41324,23,75000,RENT,8.0,VENTURE,C,7600,13.48,0.1,N,3,0,corrupted_VENTURE,RENT_23,-1
41325,25,33996,RENT,3.0,MEDICAL,C,4000,12.53,0.12,N,2,1,corrupted_MEDICAL,RENT_25,-1
41326,35,39000,RENT,1.0,HOMEIMPROVEMENT,A,250000,8.49,0.06,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_35,5
41327,25,59600,RENT,5.0,EDUCATION,NA,6000,16.45,0.1,N,3,1,corrupted_EDUCATION,RENT_25,-4
41328,29,40000,RENT,2.0,HOMEIMPROVEMENT,B,8000,10.99,0.2,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_29,6
41329,39,78000,RENT,9.0,PERSONAL,B,1000000,9.88,0.13,N,12,1,corrupted_PERSONAL,RENT_39,3
41330,24,38000,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.36,0.08,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,-10
41331,26,50400,RENT,4.0,HOMEIMPROVEMENT,B,1200000,9.62,0.24,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_26,0
41332,28,143900,RENT,1.0,MEDICAL,B,1200000,10.65,0.08,N,5,0,corrupted_MEDICAL,RENT_28,3
41333,26,60000,RENT,1.0,VENTURE,NA,6400,17.49,0.1,N,2,0,corrupted_VENTURE,RENT_26,-3
41334,24,60000,RENT,2.0,DEBTCONSOLIDATION,A,1000000,7.51,0.17,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_24,2
41335,21,40000,RENT,3.0,MEDICAL,B,5000,11.71,0.13,N,4,0,corrupted_MEDICAL,RENT_21,0
41336,26,108000,RENT,0.0,HOMEIMPROVEMENT,NA,20000,14.96,0.19,N,2,1,corrupted_HOMEIMPROVEMENT,RENT_26,-2
41337,31,110000,RENT,8.0,EDUCATION,C,12000,13.48,0.11,N,8,0,corrupted_EDUCATION,RENT_31,6
