id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,interest_rate_tier
36594,37,80000,MORTGAGE,20.0,EDUCATION,B,15000,10.62,0.19,N,17,0,Medium Rate
36595,32,65000,RENT,8.0,PERSONAL,C,7000,13.49,0.11,Y,9,0,Medium Rate
36596,32,120000,RENT,3.0,VENTURE,D,10000,16.02,0.08,N,10,0,Medium Rate
36597,30,90000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,24000,13.49,0.25,N,10,0,Medium Rate
36598,34,63550,RENT,3.0,HOMEIMPROVEMENT,D,7500,17.27,0.11,N,5,0,Medium Rate
36599,25,37423,RENT,4.0,MEDICAL,B,2800,11.86,0.07,N,3,0,Medium Rate
36600,29,50000,MORTGAGE,8.0,PERSONAL,A,4500,6.62,0.09,N,6,0,Low Rate
36601,23,35000,RENT,1.0,VENTURE,C,4800,14.27,0.14,Y,2,0,Medium Rate
36602,24,60000,RENT,0.0,VENTURE,A,20000,8.9,0.33,N,4,1,Low Rate
36603,21,26000,MORTGAGE,2.0,VENTURE,C,5500,13.16,0.21,N,2,0,Medium Rate
36604,28,110000,MORTGAGE,12.0,VENTURE,A,6000,8.94,0.05,N,8,0,Low Rate
36605,25,57000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,19925,15.57,0.35,N,4,1,Medium Rate
36606,39,63000,RENT,2.0,DEBTCONSOLIDATION,B,8000,10.74,0.13,N,12,0,Medium Rate
36607,32,48000,RENT,3.0,MEDICAL,A,5000,6.62,0.1,N,8,0,Low Rate
36608,25,130000,MORTGAGE,9.0,MEDICAL,A,6000,6.99,0.05,N,2,0,Low Rate
36609,32,165996,MORTGAGE,5.0,VENTURE,A,8000,5.42,0.05,N,5,0,Low Rate
36610,24,40000,RENT,1.0,MEDICAL,B,10000,10.0,0.25,N,2,0,Medium Rate
36611,23,36396,MORTGAGE,5.0,EDUCATION,C,10000,14.72,0.27,N,3,0,Medium Rate
36612,25,71604,RENT,1.0,PERSONAL,B,7200,10.95,0.1,N,3,0,Medium Rate
36613,27,90000,MORTGAGE,4.0,EDUCATION,A,9000,7.14,0.1,N,10,0,Low Rate
36614,40,35820,RENT,0.0,PERSONAL,B,3275,8.88,0.09,N,6,0,Low Rate
36615,23,24000,RENT,7.0,DEBTCONSOLIDATION,D,3500,14.11,0.14,Y,3,1,Medium Rate
36616,24,55600,MORTGAGE,8.0,EDUCATION,B,5600,10.37,0.11,N,2,0,Medium Rate
36617,26,55000,RENT,4.0,MEDICAL,C,14000,13.85,0.25,Y,3,0,Medium Rate
36618,25,60000,RENT,9.0,HOMEIMPROVEMENT,C,5000,13.98,0.08,Y,2,0,Medium Rate
36619,22,39000,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0.15,N,3,0,Low Rate
36620,26,87000,RENT,3.0,PERSONAL,D,10000,14.91,0.11,N,3,0,Medium Rate
36621,34,250000,MORTGAGE,0.0,VENTURE,A,35000,7.9,0.14,N,9,0,Low Rate
36622,24,57700,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3600,6.99,0.06,N,2,0,Low Rate
36623,30,131004,MORTGAGE,2.0,PERSONAL,A,5000,8.49,0.04,N,8,0,Low Rate
36624,22,36000,RENT,1.0,MEDICAL,A,5000,6.03,0.14,N,3,0,Low Rate
36625,22,48000,MORTGAGE,5.0,VENTURE,B,14000,10.25,0.29,N,3,0,Medium Rate
36626,25,38000,MORTGAGE,7.0,VENTURE,D,6000,16.49,0.16,Y,4,0,Medium Rate
36627,25,52000,RENT,9.0,EDUCATION,E,5000,16.32,0.1,N,2,0,Medium Rate
36628,22,30000,RENT,3.0,EDUCATION,A,10000,7.51,0.33,N,4,1,Low Rate
36629,23,60000,MORTGAGE,7.0,VENTURE,A,10000,6.17,0.17,N,4,0,Low Rate
36630,21,24000,RENT,5.0,EDUCATION,C,5000,14.72,0.21,Y,4,0,Medium Rate
36631,39,92000,MORTGAGE,18.0,PERSONAL,C,20000,13.06,0.22,N,12,0,Medium Rate
36632,23,72000,MORTGAGE,8.0,MEDICAL,B,10000,10.65,0.14,N,3,0,Medium Rate
36633,24,120000,MORTGAGE,2.0,MEDICAL,C,9600,11.97,0.08,Y,2,0,Medium Rate
36634,22,54000,MORTGAGE,7.0,VENTURE,B,7500,11.36,0.14,N,3,0,Medium Rate
36635,30,85000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,6.62,0.14,N,7,0,Low Rate
36636,22,36000,RENT,5.0,VENTURE,A,4000,7.51,0.11,N,2,0,Low Rate
36637,23,28800,OWN,7.0,PERSONAL,A,2500,7.49,0.09,N,3,0,Low Rate
36638,29,83500,RENT,1.0,VENTURE,C,8000,12.53,0.1,N,9,0,Medium Rate
36639,34,130000,MORTGAGE,14.0,PERSONAL,C,15000,13.16,0.12,N,6,0,Medium Rate
36640,22,37342,RENT,3.0,PERSONAL,C,2200,13.61,0.06,Y,2,0,Medium Rate
36641,23,73524,MORTGAGE,7.0,EDUCATION,D,10000,14.96,0.14,N,3,0,Medium Rate
36642,25,59000,RENT,3.0,VENTURE,C,13000,13.8,0.22,Y,2,0,Medium Rate
36643,37,24000,RENT,2.0,PERSONAL,A,3500,7.88,0.15,N,14,0,Low Rate
36644,28,42000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,9.91,0.11,N,10,0,Low Rate
36645,29,44991,MORTGAGE,2.0,MEDICAL,B,7800,9.88,0.16,N,7,0,Low Rate
36646,22,47000,RENT,6.0,EDUCATION,B,6000,12.42,0.13,N,2,0,Medium Rate
36647,24,65000,RENT,3.0,PERSONAL,C,10000,13.49,0.15,Y,3,0,Medium Rate
36648,30,40000,RENT,14.0,VENTURE,B,10000,12.69,0.25,N,5,0,Medium Rate
36649,35,62000,MORTGAGE,6.0,MEDICAL,C,8000,12.87,0.13,Y,7,0,Medium Rate
36650,30,24000,RENT,14.0,MEDICAL,A,1500,7.14,0.06,N,6,0,Low Rate
36651,32,99996,MORTGAGE,6.0,VENTURE,C,8000,13.57,0.08,Y,10,0,Medium Rate
36652,28,36000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,4800,12.73,0.13,Y,10,0,Medium Rate
36653,24,70000,RENT,1.0,VENTURE,B,10000,9.88,0.14,N,4,0,Low Rate
36654,23,37000,RENT,2.0,PERSONAL,B,6000,10.36,0.16,N,4,0,Medium Rate
36655,26,32400,RENT,6.0,MEDICAL,C,3200,13.49,0.1,N,4,0,Medium Rate
36656,30,39000,RENT,0.0,MEDICAL,B,5000,11.36,0.13,N,5,1,Medium Rate
36657,26,96000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.48,0.16,N,4,0,Medium Rate
36658,32,42000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.37,0.48,N,10,1,Medium Rate
36659,31,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.51,0.16,N,8,0,Low Rate
36660,24,40000,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.25,N,4,0,Low Rate
36661,22,60000,RENT,0.0,EDUCATION,A,12000,5.79,0.2,N,3,0,Low Rate
36662,29,33000,RENT,1.0,VENTURE,C,16700,13.49,0.46,N,5,1,Medium Rate
36663,21,155800,MORTGAGE,5.0,MEDICAL,C,7500,11.54,0.04,Y,3,0,Medium Rate
36664,42,80000,RENT,0.0,MEDICAL,A,3600,5.79,0.04,N,14,0,Low Rate
36665,21,70800,RENT,5.0,PERSONAL,B,10000,10.37,0.14,N,3,0,Medium Rate
36666,22,40000,RENT,2.0,DEBTCONSOLIDATION,A,7200,9.32,0.18,N,4,0,Low Rate
36667,23,98004,OWN,8.0,VENTURE,A,18000,7.51,0.19,N,4,0,Low Rate
36668,27,80000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,11000,10.74,0.13,N,6,0,Medium Rate
36669,23,27000,RENT,2.0,PERSONAL,B,6000,10.75,0.22,N,3,0,Medium Rate
36670,28,48000,RENT,2.0,VENTURE,D,14000,15.33,0.29,N,10,1,Medium Rate
36671,29,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,6.92,0.17,N,9,0,Low Rate
36672,29,70000,MORTGAGE,13.0,PERSONAL,A,7000,7.51,0.1,N,6,0,Low Rate
36673,29,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4800,7.4,0.04,N,6,0,Low Rate
36674,24,32000,MORTGAGE,5.0,MEDICAL,A,12000,7.51,0.38,N,2,0,Low Rate
36675,30,96000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,8.49,0.06,N,10,0,Low Rate
36676,31,60000,RENT,4.0,MEDICAL,A,6600,8.0,0.11,N,9,0,Low Rate
36677,25,70000,MORTGAGE,9.0,MEDICAL,B,12000,12.21,0.17,N,4,0,Medium Rate
36678,28,84000,MORTGAGE,12.0,PERSONAL,A,20000,7.51,0.24,N,6,0,Low Rate
36679,22,70000,MORTGAGE,6.0,EDUCATION,A,4000,8.9,0.06,N,2,0,Low Rate
36680,24,80000,MORTGAGE,6.0,PERSONAL,D,7500,16.77,0.09,Y,3,0,Medium Rate
36681,25,150000,MORTGAGE,9.0,PERSONAL,A,9000,7.49,0.06,N,2,0,Low Rate
36682,29,51850,MORTGAGE,2.0,MEDICAL,D,3500,14.96,0.06,N,9,1,Medium Rate
36683,33,100000,MORTGAGE,13.0,MEDICAL,A,12000,8.59,0.12,N,6,0,Low Rate
36684,26,97908,MORTGAGE,12.0,DEBTCONSOLIDATION,D,17500,16.07,0.18,N,2,1,Medium Rate
36685,40,120000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,10.37,0.08,N,12,0,Medium Rate
36686,25,70000,MORTGAGE,5.0,MEDICAL,B,13000,10.37,0.19,N,2,0,Medium Rate
36687,23,38400,RENT,7.0,EDUCATION,A,8000,7.66,0.21,N,2,0,Low Rate
36688,23,62000,RENT,7.0,EDUCATION,A,10000,6.99,0.16,N,2,0,Low Rate
36689,27,20000,OWN,4.0,VENTURE,B,5000,9.99,0.25,N,9,0,Low Rate
36690,30,25000,RENT,0.0,VENTURE,C,7000,12.87,0.28,Y,8,0,Medium Rate
36691,27,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2500,9.99,0.06,N,6,0,Low Rate
36692,22,45600,RENT,5.0,MEDICAL,A,4000,7.66,0.09,N,2,0,Low Rate
36693,24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,5.99,0.05,N,4,0,Low Rate
36694,26,80000,RENT,2.0,HOMEIMPROVEMENT,D,17000,14.11,0.21,Y,3,0,Medium Rate
36695,53,72000,RENT,0.0,PERSONAL,A,3000,8.9,0.04,N,24,0,Low Rate
36696,34,55000,MORTGAGE,16.0,HOMEIMPROVEMENT,D,8000,15.21,0.15,Y,6,0,Medium Rate
36697,22,64500,RENT,6.0,DEBTCONSOLIDATION,D,4000,14.96,0.06,Y,4,0,Medium Rate
36698,27,30000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.49,0.33,N,5,1,Medium Rate
36699,65,84000,MORTGAGE,3.0,EDUCATION,C,25000,13.8,0.3,N,29,0,Medium Rate
36700,22,90000,MORTGAGE,6.0,EDUCATION,C,12000,13.61,0.13,Y,2,0,Medium Rate
36701,27,70000,MORTGAGE,11.0,MEDICAL,B,3500,10.99,0.05,N,5,0,Medium Rate
36702,22,60000,RENT,0.0,EDUCATION,A,6000,7.29,0.1,N,4,0,Low Rate
36703,29,44991,MORTGAGE,13.0,MEDICAL,C,5000,14.72,0.11,Y,10,0,Medium Rate
36704,23,50000,RENT,3.0,EDUCATION,C,4000,13.22,0.08,N,3,0,Medium Rate
36705,27,48000,RENT,3.0,MEDICAL,D,1400,15.62,0.03,Y,6,0,Medium Rate
36706,37,45000,RENT,1.0,PERSONAL,A,4000,9.32,0.09,N,11,0,Low Rate
36707,25,55000,RENT,9.0,MEDICAL,A,9000,7.49,0.16,N,3,0,Low Rate
36708,21,60000,MORTGAGE,5.0,MEDICAL,C,15000,14.22,0.25,Y,2,0,Medium Rate
36709,29,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,6.91,0.19,N,10,0,Low Rate
36710,24,38000,RENT,8.0,DEBTCONSOLIDATION,C,1800,13.61,0.05,Y,2,0,Medium Rate
36711,21,55272,MORTGAGE,0.0,EDUCATION,A,5200,5.42,0.09,N,4,0,Low Rate
36712,34,24000,RENT,0.0,VENTURE,A,5000,8.94,0.21,N,9,1,Low Rate
36713,28,45600,OWN,3.0,PERSONAL,B,5000,10.38,0.11,N,8,0,Medium Rate
36714,22,45000,RENT,7.0,EDUCATION,B,5000,11.49,0.11,N,4,0,Medium Rate
36715,25,33300,RENT,3.0,VENTURE,B,13200,11.48,0.4,N,3,1,Medium Rate
36716,25,60000,MORTGAGE,6.0,VENTURE,B,2500,10.99,0.04,N,4,0,Medium Rate
36717,23,57000,MORTGAGE,3.0,EDUCATION,A,8000,6.03,0.14,N,2,0,Low Rate
36718,27,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5000,10.99,0.13,N,7,0,Medium Rate
36719,21,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14550,11.83,0.32,N,3,0,Medium Rate
36720,29,60000,RENT,0.0,DEBTCONSOLIDATION,C,12000,13.49,0.2,Y,6,0,Medium Rate
36721,28,68804,RENT,4.0,HOMEIMPROVEMENT,A,13600,8.59,0.19,N,9,0,Low Rate
36722,22,40000,RENT,1.0,EDUCATION,B,5000,10.59,0.13,N,2,0,Medium Rate
36723,29,50000,RENT,5.0,PERSONAL,B,10000,10.99,0.2,N,6,0,Medium Rate
36724,22,50648,MORTGAGE,6.0,MEDICAL,A,8000,6.76,0.15,N,2,0,Low Rate
36725,28,86000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,12.69,0.14,N,10,0,Medium Rate
36726,21,37200,RENT,5.0,VENTURE,A,10000,7.4,0.27,N,4,0,Low Rate
36727,44,53000,RENT,5.0,MEDICAL,D,10000,15.33,0.19,N,14,1,Medium Rate
36728,22,60000,RENT,3.0,DEBTCONSOLIDATION,A,7000,7.51,0.12,N,4,0,Low Rate
36729,37,48000,RENT,4.0,PERSONAL,B,6000,11.99,0.13,N,15,0,Medium Rate
36730,23,50000,RENT,7.0,PERSONAL,B,10000,10.99,0.2,N,2,0,Medium Rate
36731,27,59000,RENT,11.0,MEDICAL,B,10000,11.71,0.17,N,8,0,Medium Rate
36732,22,28000,RENT,6.0,DEBTCONSOLIDATION,B,4000,11.14,0.14,N,3,0,Medium Rate
36733,29,60000,RENT,1.0,VENTURE,C,5000,13.49,0.08,Y,6,0,Medium Rate
36734,23,85000,MORTGAGE,7.0,EDUCATION,B,8000,12.69,0.09,N,3,0,Medium Rate
36735,28,24000,RENT,0.0,MEDICAL,A,5000,5.42,0.2,N,6,0,Low Rate
36736,22,155000,MORTGAGE,0.0,EDUCATION,A,30000,6.91,0.19,N,3,0,Low Rate
36737,28,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.62,0.14,N,5,0,Low Rate
36738,32,50000,MORTGAGE,0.0,PERSONAL,A,5400,7.14,0.11,N,8,0,Low Rate
36739,24,120000,MORTGAGE,3.0,EDUCATION,A,16000,7.88,0.13,N,4,0,Low Rate
36740,26,31200,RENT,4.0,PERSONAL,A,8325,8.9,0.27,N,3,0,Low Rate
36741,21,31200,MORTGAGE,3.0,VENTURE,C,3000,13.8,0.1,N,2,0,Medium Rate
36742,26,14400,RENT,0.0,VENTURE,C,1500,12.99,0.1,Y,4,0,Medium Rate
36743,28,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,6.92,0.06,N,5,0,Low Rate
36744,33,78000,MORTGAGE,8.0,VENTURE,A,5000,7.14,0.06,N,10,0,Low Rate
36745,22,85000,MORTGAGE,6.0,PERSONAL,A,8000,7.29,0.09,N,4,0,Low Rate
36746,22,50000,MORTGAGE,3.0,VENTURE,B,10400,10.0,0.21,N,4,0,Medium Rate
36747,31,54000,RENT,7.0,PERSONAL,F,7000,16.95,0.13,Y,5,0,Medium Rate
36748,22,60000,RENT,0.0,VENTURE,A,10000,6.17,0.17,N,4,0,Low Rate
36749,22,68000,MORTGAGE,5.0,MEDICAL,B,7400,11.49,0.11,N,2,0,Medium Rate
36750,25,60000,RENT,0.0,MEDICAL,A,8000,8.0,0.13,N,4,0,Low Rate
36751,29,105000,MORTGAGE,13.0,MEDICAL,A,9600,7.66,0.09,N,6,0,Low Rate
36752,21,48000,RENT,5.0,DEBTCONSOLIDATION,C,12000,12.09,0.25,N,4,0,Medium Rate
36753,24,73000,RENT,2.0,DEBTCONSOLIDATION,C,6500,13.22,0.09,Y,4,0,Medium Rate
36754,23,28800,RENT,1.0,VENTURE,D,10200,16.29,0.36,N,4,1,Medium Rate
36755,29,69000,RENT,11.0,EDUCATION,A,7000,8.94,0.1,N,7,0,Low Rate
36756,26,50000,RENT,4.0,MEDICAL,D,8000,16.0,0.16,N,4,1,Medium Rate
36757,22,60000,RENT,6.0,PERSONAL,A,16000,6.03,0.27,N,4,0,Low Rate
36758,24,30000,RENT,2.0,VENTURE,A,5000,7.9,0.17,N,3,0,Low Rate
36759,22,60000,MORTGAGE,6.0,PERSONAL,A,3500,5.99,0.06,N,2,0,Low Rate
36760,38,18720,OWN,2.0,EDUCATION,D,2500,16.07,0.14,Y,16,1,Medium Rate
36761,29,60000,RENT,5.0,DEBTCONSOLIDATION,A,15000,7.49,0.25,N,8,0,Low Rate
36762,27,72000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,8000,6.99,0.11,N,8,0,Low Rate
36763,37,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,8.0,0.07,N,13,0,Low Rate
36764,21,50000,MORTGAGE,5.0,VENTURE,B,3500,9.99,0.07,N,2,0,Low Rate
36765,29,65000,MORTGAGE,1.0,VENTURE,B,16000,10.59,0.25,N,10,0,Medium Rate
36766,22,40000,RENT,4.0,VENTURE,A,5000,7.14,0.13,N,2,0,Low Rate
36767,26,37680,RENT,10.0,MEDICAL,B,2300,11.11,0.06,N,3,0,Medium Rate
36768,32,180000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,5000,9.32,0.03,N,7,0,Low Rate
36769,29,26400,RENT,0.0,MEDICAL,A,3500,7.74,0.13,N,7,0,Low Rate
36770,27,65000,MORTGAGE,2.0,PERSONAL,B,12000,9.88,0.18,N,7,0,Low Rate
36771,29,60000,RENT,0.0,VENTURE,G,19750,23.22,0.33,Y,7,1,High Rate
36772,22,52800,RENT,0.0,EDUCATION,C,5600,13.98,0.11,N,2,0,Medium Rate
36773,27,27996,RENT,0.0,DEBTCONSOLIDATION,D,5000,14.91,0.18,N,8,1,Medium Rate
36774,27,54000,RENT,1.0,VENTURE,A,6000,7.05,0.11,N,5,0,Low Rate
36775,31,85000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,10000,11.49,0.12,N,6,0,Medium Rate
36776,23,85000,MORTGAGE,3.0,EDUCATION,B,25000,10.65,0.29,N,3,0,Medium Rate
36777,26,30600,RENT,2.0,EDUCATION,A,14500,7.29,0.45,N,3,1,Low Rate
36778,36,80004,MORTGAGE,20.0,PERSONAL,A,10000,7.51,0.12,N,11,0,Low Rate
36779,25,35000,RENT,2.0,MEDICAL,B,12000,11.71,0.34,N,3,0,Medium Rate
36780,23,30000,RENT,2.0,EDUCATION,B,5000,12.42,0.17,N,4,0,Medium Rate
36781,29,125600,MORTGAGE,13.0,MEDICAL,A,10000,7.88,0.08,N,6,0,Low Rate
36782,22,58000,RENT,6.0,EDUCATION,C,10000,13.92,0.17,N,3,0,Medium Rate
36783,22,70000,RENT,5.0,EDUCATION,B,5000,11.14,0.07,N,4,0,Medium Rate
36784,24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.99,0.03,N,2,0,Medium Rate
36785,34,32400,RENT,1.0,MEDICAL,B,3000,11.49,0.09,N,9,0,Medium Rate
36786,24,80000,MORTGAGE,8.0,VENTURE,A,5000,6.99,0.06,N,4,0,Low Rate
36787,29,120000,MORTGAGE,2.0,EDUCATION,B,6000,12.69,0.05,N,6,0,Medium Rate
36788,23,36000,RENT,1.0,EDUCATION,B,8500,12.42,0.24,N,4,0,Medium Rate
36789,26,30000,MORTGAGE,4.0,EDUCATION,A,4000,7.88,0.13,N,3,0,Low Rate
36790,35,78000,RENT,3.0,PERSONAL,B,4800,10.99,0.06,N,5,1,Medium Rate
36791,28,140000,OWN,12.0,PERSONAL,B,24000,11.71,0.17,N,7,0,Medium Rate
36792,25,63000,RENT,3.0,VENTURE,B,12000,10.37,0.19,N,3,0,Medium Rate
36793,21,25000,OWN,5.0,VENTURE,B,6000,11.14,0.23,N,3,0,Medium Rate
36794,22,35000,RENT,4.0,DEBTCONSOLIDATION,B,8000,10.99,0.23,N,2,0,Medium Rate
36795,26,95000,MORTGAGE,10.0,MEDICAL,C,35000,13.43,0.37,Y,2,0,Medium Rate
36796,25,42000,RENT,3.0,EDUCATION,B,3000,10.37,0.07,N,3,0,Medium Rate
36797,29,60000,RENT,1.0,DEBTCONSOLIDATION,B,7500,10.62,0.13,N,8,0,Medium Rate
36798,28,137720,MORTGAGE,4.0,VENTURE,C,13000,12.23,0.09,N,7,0,Medium Rate
36799,29,106000,MORTGAGE,13.0,MEDICAL,B,20000,10.99,0.19,N,6,0,Medium Rate
36800,27,40000,RENT,3.0,EDUCATION,B,8000,10.65,0.2,N,7,0,Medium Rate
36801,23,60000,MORTGAGE,4.0,EDUCATION,A,15000,7.9,0.25,N,4,0,Low Rate
36802,28,55000,MORTGAGE,12.0,MEDICAL,B,10000,10.99,0.18,N,7,0,Medium Rate
36803,28,63000,MORTGAGE,1.0,VENTURE,D,8000,14.54,0.13,Y,5,0,Medium Rate
36804,23,71000,RENT,3.0,MEDICAL,A,6000,7.29,0.08,N,2,0,Low Rate
36805,27,48000,MORTGAGE,7.0,VENTURE,A,4500,5.42,0.09,N,8,0,Low Rate
36806,27,41000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,7000,7.9,0.17,N,10,0,Low Rate
36807,29,44970,MORTGAGE,0.0,PERSONAL,B,5500,10.36,0.11,N,5,0,Medium Rate
36808,41,132000,MORTGAGE,5.0,PERSONAL,A,9000,7.51,0.07,N,11,0,Low Rate
36809,24,40000,RENT,2.0,MEDICAL,C,8000,12.84,0.2,N,4,0,Medium Rate
36810,33,80000,MORTGAGE,2.0,PERSONAL,A,6000,6.17,0.07,N,6,0,Low Rate
36811,30,26400,RENT,3.0,DEBTCONSOLIDATION,C,1500,14.22,0.06,N,8,0,Medium Rate
36812,22,55000,RENT,1.0,MEDICAL,A,6500,6.99,0.12,N,3,0,Low Rate
36813,28,50000,MORTGAGE,4.0,EDUCATION,C,15000,15.96,0.3,N,7,0,Medium Rate
36814,27,39000,RENT,1.0,VENTURE,C,5000,12.84,0.13,Y,5,0,Medium Rate
36815,23,62000,MORTGAGE,7.0,EDUCATION,A,17600,8.9,0.29,N,3,0,Low Rate
36816,24,93000,MORTGAGE,2.0,MEDICAL,A,10000,5.79,0.11,N,4,0,Low Rate
36817,23,70000,MORTGAGE,4.0,EDUCATION,A,6000,7.14,0.09,N,3,0,Low Rate
36818,28,52500,RENT,0.0,MEDICAL,B,17000,10.95,0.32,N,7,1,Medium Rate
36819,37,45996,RENT,2.0,VENTURE,B,6000,10.38,0.13,N,14,0,Medium Rate
36820,24,60000,MORTGAGE,8.0,PERSONAL,C,25000,13.49,0.42,N,2,0,Medium Rate
36821,26,120000,MORTGAGE,10.0,EDUCATION,C,2000,15.23,0.02,Y,4,0,Medium Rate
36822,23,52800,RENT,1.0,EDUCATION,A,5600,7.29,0.11,N,3,0,Low Rate
36823,22,60000,RENT,2.0,DEBTCONSOLIDATION,C,6000,13.22,0.1,Y,2,0,Medium Rate
36824,22,36000,RENT,0.0,MEDICAL,C,10000,14.27,0.28,N,4,0,Medium Rate
36825,25,225000,RENT,2.0,VENTURE,A,3600,6.39,0.01,N,2,0,Low Rate
36826,27,73580,RENT,3.0,EDUCATION,B,15000,11.89,0.2,N,10,0,Medium Rate
36827,25,80000,MORTGAGE,10.0,PERSONAL,A,12000,6.99,0.15,N,2,0,Low Rate
36828,22,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5200,9.76,0.1,N,4,0,Low Rate
36829,22,38004,RENT,2.0,VENTURE,B,10000,10.75,0.26,N,4,0,Medium Rate
36830,24,45000,RENT,8.0,VENTURE,B,10000,12.42,0.22,N,4,0,Medium Rate
36831,30,72000,MORTGAGE,3.0,MEDICAL,A,15000,8.94,0.21,N,6,0,Low Rate
36832,28,240000,MORTGAGE,5.0,MEDICAL,A,20000,7.88,0.08,N,8,0,Low Rate
36833,37,40000,RENT,2.0,EDUCATION,B,14000,11.71,0.35,N,11,1,Medium Rate
36834,25,42000,RENT,1.0,PERSONAL,E,6000,16.45,0.14,N,4,1,Medium Rate
36835,22,48996,RENT,6.0,MEDICAL,A,12000,7.88,0.24,N,4,0,Low Rate
36836,23,38000,MORTGAGE,7.0,EDUCATION,B,6000,9.99,0.15,N,3,0,Low Rate
36837,23,36000,RENT,7.0,MEDICAL,A,7000,9.63,0.19,N,2,0,Low Rate
36838,22,74000,RENT,2.0,PERSONAL,A,5000,8.0,0.07,N,4,0,Low Rate
36839,46,30000,RENT,5.0,VENTURE,A,6000,6.99,0.2,N,14,0,Low Rate
36840,34,42000,RENT,0.0,VENTURE,D,5000,14.59,0.12,N,9,1,Medium Rate
36841,33,126000,MORTGAGE,6.0,VENTURE,D,13200,14.96,0.11,N,10,0,Medium Rate
36842,25,60000,MORTGAGE,9.0,VENTURE,C,6000,13.49,0.1,Y,4,0,Medium Rate
36843,23,99000,RENT,1.0,EDUCATION,C,20000,14.26,0.2,N,3,0,Medium Rate
36844,28,31200,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.38,0.32,N,8,1,Medium Rate
36845,28,48000,OWN,4.0,HOMEIMPROVEMENT,B,9600,11.99,0.2,N,9,0,Medium Rate
36846,30,80000,MORTGAGE,4.0,PERSONAL,B,7500,9.99,0.09,N,9,0,Low Rate
36847,25,62900,RENT,9.0,MEDICAL,D,20000,15.31,0.27,N,2,1,Medium Rate
36848,32,180000,MORTGAGE,13.0,EDUCATION,B,25000,11.11,0.14,N,9,0,Medium Rate
36849,37,84996,MORTGAGE,6.0,PERSONAL,A,2500,6.03,0.03,N,13,0,Low Rate
36850,26,71400,RENT,10.0,MEDICAL,D,12000,14.59,0.16,N,2,1,Medium Rate
36851,24,24000,OWN,0.0,MEDICAL,A,5000,7.49,0.21,N,4,0,Low Rate
36852,33,44000,RENT,2.0,HOMEIMPROVEMENT,C,2000,14.22,0.05,Y,5,1,Medium Rate
36853,21,72500,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.49,0.14,N,4,0,Medium Rate
36854,29,50000,MORTGAGE,0.0,EDUCATION,B,2500,10.99,0.05,N,10,0,Medium Rate
36855,25,90900,RENT,9.0,VENTURE,A,9000,6.91,0.1,N,2,0,Low Rate
36856,37,94965,MORTGAGE,4.0,EDUCATION,A,21850,6.99,0.23,N,11,0,Low Rate
36857,31,45000,RENT,3.0,MEDICAL,C,5000,13.98,0.11,Y,7,0,Medium Rate
36858,22,54000,RENT,6.0,EDUCATION,C,6000,14.27,0.11,Y,3,0,Medium Rate
36859,24,32500,RENT,1.0,VENTURE,D,12500,14.83,0.37,Y,2,1,Medium Rate
36860,23,25000,RENT,0.0,VENTURE,C,10000,12.84,0.4,N,2,1,Medium Rate
36861,22,50000,MORTGAGE,6.0,PERSONAL,B,6000,11.71,0.12,N,3,0,Medium Rate
