emp_length,grade_segment,total_loans,avg_interest_rate,defaults,default_percentage
9.738583994669213,D,1,14.09,1.0,100.0
9.859384241886232,A,1,6.91,1.0,100.0
9.934955142453898,D,1,14.96,1.0,100.0
10.030569703329192,B,1,11.48,1.0,100.0
10.0912950721221,D,1,16.77,1.0,100.0
10.135099951186593,B,1,10.65,1.0,100.0
10.153714361073188,missing,1,16.35,1.0,100.0
10.251758062029959,E,1,16.7,1.0,100.0
10.252248487512482,missing,1,15.62,1.0,100.0
10.28944209788135,C,1,13.98,1.0,100.0
10.466576015136571,D,1,14.11,1.0,100.0
10.502056121006394,missing,1,7.51,1.0,100.0
10.543013194586017,C,1,14.27,1.0,100.0
10.58399168873231,D,1,15.21,1.0,100.0
10.72344789086247,missing,1,10.38,1.0,100.0
10.748054887049241,A,1,8.49,1.0,100.0
10.846148777640867,B,1,12.53,1.0,100.0
10.878620706313889,B,1,11.49,1.0,100.0
10.897407313818105,E,1,16.4,1.0,100.0
10.91044959803309,C,1,13.49,1.0,100.0
11.00735620677651,E,1,16.69,1.0,100.0
11.150125635557917,D,1,16.49,1.0,100.0
11.167610840443398,C,1,14.27,1.0,100.0
11.23977495576124,E,1,16.45,1.0,100.0
11.480401491163942,D,1,15.33,1.0,100.0
11.51374209265048,B,1,11.71,1.0,100.0
11.5383448813068,D,1,17.49,1.0,100.0
11.576794185633638,B,1,12.42,1.0,100.0
11.70519998435473,D,1,15.95,1.0,100.0
11.724208953876301,E,1,16.45,1.0,100.0
11.760660719486888,C,1,13.48,1.0,100.0
11.799448601032875,A,1,6.62,1.0,100.0
11.8166070058366,C,1,12.84,1.0,100.0
11.865413157101633,E,1,17.93,1.0,100.0
11.89541805867573,missing,1,14.72,1.0,100.0
11.91960881870034,missing,1,10.37,1.0,100.0
12.059142739448816,B,1,9.91,1.0,100.0
12.078334348160855,D,1,15.7,1.0,100.0
12.084412841771977,A,1,9.63,1.0,100.0
12.087231824954841,B,1,11.71,1.0,100.0
12.159565793470698,D,1,16.02,1.0,100.0
12.161447354330083,missing,1,14.35,1.0,100.0
12.3047905859511,C,1,13.98,1.0,100.0
12.305468396601878,D,1,15.62,1.0,100.0
12.427248833828324,D,1,16.07,1.0,100.0
12.44848452223761,B,1,10.99,1.0,100.0
12.48428498637438,missing,1,11.36,1.0,100.0
12.581424645291605,D,1,14.91,1.0,100.0
12.630036379995797,C,1,11.97,1.0,100.0
12.682832466637679,D,1,15.58,1.0,100.0
12.886598403961008,B,1,10.65,1.0,100.0
12.999186322811914,B,1,10.25,1.0,100.0
13.122541896403543,C,1,12.61,1.0,100.0
13.223306514241374,B,1,9.25,1.0,100.0
13.26597937486473,D,1,15.33,1.0,100.0
13.270762536146833,E,1,17.19,1.0,100.0
13.296046655273294,B,1,11.71,1.0,100.0
13.39936828657879,D,1,16.07,1.0,100.0
13.477052265031611,C,1,13.85,1.0,100.0
13.614428485405572,D,1,15.62,1.0,100.0
13.643680515584842,B,1,11.11,1.0,100.0
13.78167258378948,A,1,7.66,1.0,100.0
13.889901096278425,D,1,15.65,1.0,100.0
13.89261478029623,A,1,6.03,1.0,100.0
14.013790787892354,C,1,13.47,1.0,100.0
14.110120204641474,A,1,8.94,1.0,100.0
14.255794405972892,B,1,10.75,1.0,100.0
14.286677578286971,A,1,6.03,1.0,100.0
14.436871434394186,A,1,5.42,1.0,100.0
14.559108222819344,D,1,16.29,1.0,100.0
14.618724107664436,F,1,19.47,1.0,100.0
14.62615719757088,A,1,7.66,1.0,100.0
14.641953365579427,G,1,21.21,1.0,100.0
14.65308938372837,E,1,17.51,1.0,100.0
14.662176143561364,missing,1,11.11,1.0,100.0
14.669215158173694,A,1,8.94,1.0,100.0
14.742538487318676,D,1,16.32,1.0,100.0
14.829858197403198,B,1,10.59,1.0,100.0
14.958054399795401,D,1,16.0,1.0,100.0
15.0057772340989,D,1,14.84,1.0,100.0
15.130317294657287,B,1,11.49,1.0,100.0
15.200974880174016,C,1,13.49,1.0,100.0
15.41742952929433,B,1,10.99,1.0,100.0
15.458528382272473,E,1,14.5,1.0,100.0
15.498295587441431,B,1,12.53,1.0,100.0
15.51996073569067,B,1,11.86,1.0,100.0
15.526417435058246,C,1,13.16,1.0,100.0
15.629181603651602,missing,1,10.74,1.0,100.0
15.723247812315302,B,1,10.0,1.0,100.0
16.11122219491719,A,1,7.9,1.0,100.0
16.22452910662546,D,1,14.42,1.0,100.0
16.285000063125832,D,1,16.29,1.0,100.0
16.362942347644086,D,1,14.54,1.0,100.0
16.364257337877714,B,1,11.26,1.0,100.0
16.45726017434111,C,1,13.23,1.0,100.0
16.48497541768439,C,1,12.68,1.0,100.0
16.585147729262573,missing,1,5.79,1.0,100.0
16.7710066911132,D,1,15.99,1.0,100.0
16.783031371057383,B,1,10.0,1.0,100.0
16.982183960658872,A,1,7.51,1.0,100.0
17.0,F,1,17.03,1.0,100.0
17.050461866316844,B,1,11.12,1.0,100.0
17.246015210197406,D,1,15.62,1.0,100.0
17.77310152544445,E,1,18.39,1.0,100.0
17.84165340086156,missing,1,7.9,1.0,100.0
18.078204732381913,D,1,14.11,1.0,100.0
18.160775745555114,C,1,13.98,1.0,100.0
18.230046683622408,A,1,6.76,1.0,100.0
18.294967907376844,D,1,15.58,1.0,100.0
18.393884605672092,E,1,16.0,1.0,100.0
18.568844896651328,D,1,16.29,1.0,100.0
18.5818189748721,A,1,8.49,1.0,100.0
18.731389660075667,B,1,9.76,1.0,100.0
19.170428067732647,C,1,13.49,1.0,100.0
19.289977307703342,D,1,16.89,1.0,100.0
19.35407514374913,B,1,9.88,1.0,100.0
20.11514911415475,A,1,7.9,1.0,100.0
20.133774742534904,C,1,12.99,1.0,100.0
20.29222334755012,D,1,14.59,1.0,100.0
20.322912476003722,C,1,13.16,1.0,100.0
20.347874771007547,C,1,13.22,1.0,100.0
21.033687527122773,C,1,13.49,1.0,100.0
22.0,missing,1,10.37,1.0,100.0
22.00102505363461,D,1,16.29,1.0,100.0
22.272942797767726,missing,1,11.49,1.0,100.0
24.837982838069436,A,1,6.17,1.0,100.0
24.971169191865158,B,1,12.42,1.0,100.0
25.0,B,1,12.18,1.0,100.0
25.100636431309255,A,1,6.54,1.0,100.0
26.370825559601702,A,1,7.9,1.0,100.0
27.27370239050302,D,1,15.05,1.0,100.0
30.181857564228814,B,1,10.38,1.0,100.0
2.0,E,44,16.45,38.0,86.36
0.0,D,193,15.31,155.0,80.31
2.0,D,222,15.29,177.0,79.73
0.0,E,53,16.93,42.0,79.25
1.0,D,167,15.29,132.0,79.04
4.0,F,4,18.97,3.0,75.0
1.0,E,37,16.63,27.0,72.97
1.0,F,6,19.4,4.0,66.67
26.0,missing,3,13.24,2.0,66.67
3.0,E,37,16.84,23.0,62.16
9.0,F,5,19.15,3.0,60.0
4.0,E,22,17.02,13.0,59.09
7.0,E,12,17.39,7.0,58.33
9.0,E,12,16.8,7.0,58.33
7.0,D,98,15.46,54.0,55.1
12.0,D,13,15.11,7.0,53.85
14.0,D,13,15.44,7.0,53.85
6.0,D,104,15.45,55.0,52.88
0.0,G,2,21.43,1.0,50.0
3.0,F,2,18.69,1.0,50.0
5.0,F,2,19.27,1.0,50.0
6.0,F,4,18.62,2.0,50.0
8.0,E,6,17.08,3.0,50.0
8.0,G,2,19.74,1.0,50.0
10.0,D,18,15.51,9.0,50.0
18.0,D,2,15.33,1.0,50.0
19.0,D,2,16.73,1.0,50.0
20.0,C,4,13.39,2.0,50.0
21.0,D,2,16.05,1.0,50.0
4.0,D,156,15.48,76.0,48.72
3.0,D,165,15.4,80.0,48.48
9.0,D,58,15.49,27.0,46.55
6.0,E,22,16.67,10.0,45.45
11.0,D,29,15.47,13.0,44.83
11.0,E,7,17.29,3.0,42.86
5.0,D,123,15.6,50.0,40.65
13.0,E,5,17.36,2.0,40.0
5.0,E,19,16.71,7.0,36.84
20.0,D,3,15.89,1.0,33.33
8.0,D,65,15.28,21.0,32.31
10.0,E,7,17.28,2.0,28.57
13.0,D,14,15.38,4.0,28.57
17.0,C,4,13.26,1.0,25.0
2.0,missing,215,11.1,51.0,23.72
12.0,E,5,17.34,1.0,20.0
16.0,D,5,15.69,1.0,20.0
20.0,B,5,10.45,1.0,20.0
21.0,C,5,13.29,1.0,20.0
10.0,C,37,13.42,7.0,18.92
1.0,missing,162,11.52,30.0,18.52
0.0,missing,222,11.08,41.0,18.47
0.0,C,527,13.46,91.0,17.27
7.0,F,6,17.84,1.0,16.67
15.0,missing,6,9.51,1.0,16.67
17.0,missing,6,10.02,1.0,16.67
1.0,C,355,13.32,59.0,16.62
15.0,B,38,10.92,6.0,15.79
17.0,B,13,10.83,2.0,15.38
12.0,missing,34,10.65,5.0,14.71
15.0,D,7,14.51,1.0,14.29
19.0,C,7,13.33,1.0,14.29
2.0,C,453,13.51,64.0,14.13
3.0,missing,222,10.87,31.0,13.96
3.0,C,373,13.51,50.0,13.4
0.0,B,688,11.03,92.0,13.37
1.0,B,524,11.09,70.0,13.36
14.0,C,32,13.65,4.0,12.5
16.0,C,8,13.2,1.0,12.5
17.0,D,8,15.67,1.0,12.5
21.0,B,8,10.94,1.0,12.5
7.0,C,196,13.57,24.0,12.24
6.0,missing,173,10.38,21.0,12.14
4.0,C,312,13.6,37.0,11.86
11.0,C,60,13.33,7.0,11.67
4.0,missing,190,10.68,22.0,11.58
6.0,C,227,13.6,26.0,11.45
9.0,C,133,13.41,15.0,11.28
2.0,B,727,11.04,79.0,10.87
5.0,C,240,13.54,26.0,10.83
7.0,missing,143,10.44,15.0,10.49
4.0,B,500,11.08,52.0,10.4
3.0,B,658,10.96,67.0,10.18
9.0,B,237,10.97,24.0,10.13
21.0,A,10,7.47,1.0,10.0
8.0,C,132,13.53,13.0,9.85
11.0,missing,54,10.9,5.0,9.26
14.0,B,65,11.17,6.0,9.23
8.0,B,285,11.02,26.0,9.12
5.0,B,692,11.03,63.0,9.1
10.0,B,100,11.04,9.0,9.0
8.0,missing,90,10.24,8.0,8.89
9.0,missing,79,10.35,7.0,8.86
5.0,missing,171,10.65,14.0,8.19
0.0,A,715,7.54,54.0,7.55
11.0,B,121,11.11,9.0,7.44
6.0,B,494,11.03,35.0,7.09
1.0,A,377,7.55,26.0,6.9
13.0,missing,29,9.92,2.0,6.9
7.0,B,444,11.02,30.0,6.76
12.0,C,45,13.49,3.0,6.67
2.0,A,621,7.44,39.0,6.28
13.0,B,66,11.15,4.0,6.06
3.0,A,630,7.33,36.0,5.71
10.0,missing,36,10.37,2.0,5.56
15.0,C,18,13.59,1.0,5.56
17.0,A,18,7.15,1.0,5.56
14.0,A,73,7.19,4.0,5.48
14.0,missing,19,10.65,1.0,5.26
12.0,B,101,10.83,5.0,4.95
5.0,A,599,7.33,29.0,4.84
6.0,A,548,7.21,25.0,4.56
4.0,A,554,7.33,25.0,4.51
9.0,A,272,7.22,12.0,4.41
10.0,A,129,7.41,5.0,3.88
12.0,A,151,7.1,5.0,3.31
8.0,A,398,7.31,12.0,3.02
7.0,A,470,7.24,14.0,2.98
13.0,C,38,13.61,1.0,2.63
15.0,A,45,7.07,1.0,2.22
11.0,A,211,7.25,4.0,1.9
13.0,A,128,7.07,1.0,0.78
-22.141667235662037,A,1,7.49,0.0,0.0
-21.909622571339614,A,1,8.0,0.0,0.0
-19.534409932191515,A,1,7.43,0.0,0.0
-19.006522301112376,B,1,10.99,0.0,0.0
-18.38502268465154,A,1,5.79,0.0,0.0
-17.957801414325537,C,1,12.99,0.0,0.0
-17.216939358567675,C,1,13.22,0.0,0.0
-17.20804124872011,A,1,6.17,0.0,0.0
-17.095601286090673,A,1,7.51,0.0,0.0
-17.041258598462203,A,1,7.29,0.0,0.0
-17.031149811819798,C,1,13.72,0.0,0.0
-16.982660937675526,C,1,13.11,0.0,0.0
-16.585076627384257,A,1,8.94,0.0,0.0
-16.361045876357817,C,1,13.8,0.0,0.0
-16.23209238462585,B,1,10.01,0.0,0.0
-16.14845090728336,C,1,13.23,0.0,0.0
-16.136204426143816,B,1,11.14,0.0,0.0
-15.661447781477378,A,1,6.03,0.0,0.0
-15.347589341728707,D,1,16.29,0.0,0.0
-15.324213388708081,missing,1,9.99,0.0,0.0
-15.20198034513054,missing,1,7.66,0.0,0.0
-15.194197570246786,missing,1,11.14,0.0,0.0
-15.124534183327926,A,1,6.91,0.0,0.0
-15.049061123653356,C,1,13.49,0.0,0.0
-14.687712078105932,B,1,10.37,0.0,0.0
-14.635928277182767,B,1,11.99,0.0,0.0
-14.625106392455201,B,1,11.99,0.0,0.0
-14.603124448433018,A,1,8.49,0.0,0.0
-14.549709220269934,C,1,12.53,0.0,0.0
-14.261188188688905,C,1,13.98,0.0,0.0
-14.112142380619218,B,1,10.95,0.0,0.0
-14.074510007158144,C,1,13.06,0.0,0.0
-14.040912898285804,B,1,10.08,0.0,0.0
-13.862827320577942,missing,1,9.63,0.0,0.0
-13.820114224399692,missing,1,11.11,0.0,0.0
-13.552713769346557,A,1,8.49,0.0,0.0
-13.530106171763105,B,1,11.26,0.0,0.0
-13.418249550013382,B,1,9.99,0.0,0.0
-13.358567158373864,B,1,10.37,0.0,0.0
-13.348548245484753,B,1,11.36,0.0,0.0
-13.31349797956404,B,1,11.36,0.0,0.0
-13.282333435990402,missing,1,11.49,0.0,0.0
-13.281071808942688,C,1,13.49,0.0,0.0
-13.249133591218786,B,1,10.59,0.0,0.0
-13.244962473778509,B,1,10.38,0.0,0.0
-13.21250422038323,A,1,7.88,0.0,0.0
-13.155032433800542,B,1,9.63,0.0,0.0
-13.147686275498225,A,1,7.9,0.0,0.0
-13.13553986862982,A,1,7.51,0.0,0.0
-13.024884220792345,A,1,7.66,0.0,0.0
-12.938380640519188,A,1,7.88,0.0,0.0
-12.849712085134248,missing,1,7.14,0.0,0.0
-12.82183241958112,A,1,6.91,0.0,0.0
-12.817592466580948,B,1,9.76,0.0,0.0
-12.811693998955214,A,1,7.9,0.0,0.0
-12.75957547024626,C,1,13.98,0.0,0.0
-12.746783750473426,B,1,10.25,0.0,0.0
-12.737453488237353,B,1,12.42,0.0,0.0
-12.65568851878668,A,1,6.54,0.0,0.0
-12.573553531687878,A,1,7.51,0.0,0.0
-12.558029703541916,A,1,7.51,0.0,0.0
-12.541024198083914,B,1,10.99,0.0,0.0
-12.481573985387818,B,1,10.37,0.0,0.0
-12.448072282158916,A,1,7.49,0.0,0.0
-12.445382352969492,missing,1,11.48,0.0,0.0
-12.426729636649824,A,1,7.74,0.0,0.0
-12.396599747793767,C,1,13.47,0.0,0.0
-12.324713014432728,missing,1,6.03,0.0,0.0
-12.315548349231136,A,1,5.99,0.0,0.0
-12.311171333112128,missing,1,13.8,0.0,0.0
-12.282252117358315,B,1,11.71,0.0,0.0
-12.252316896326306,B,1,9.99,0.0,0.0
-12.244829506907323,C,1,12.23,0.0,0.0
-12.22463622006062,A,1,6.03,0.0,0.0
-12.217953954498876,B,1,10.74,0.0,0.0
-12.149874049013665,A,1,6.39,0.0,0.0
-12.1435856414572,missing,1,13.47,0.0,0.0
-12.132760654051857,A,1,7.14,0.0,0.0
-12.033119220965613,A,1,8.49,0.0,0.0
-11.985319125541244,B,1,9.25,0.0,0.0
-11.970275892400815,C,1,13.49,0.0,0.0
-11.865337711292886,B,1,12.42,0.0,0.0
-11.736722641009022,B,1,10.37,0.0,0.0
-11.668160577473326,D,1,14.59,0.0,0.0
-11.655431539595178,C,1,13.98,0.0,0.0
-11.642601138735882,B,1,10.37,0.0,0.0
-11.585979173891651,B,1,11.48,0.0,0.0
-11.402761369318492,B,1,9.88,0.0,0.0
-11.340125108866143,B,1,11.99,0.0,0.0
-11.311738723432338,A,1,9.63,0.0,0.0
-11.26754511249804,C,1,14.26,0.0,0.0
-11.258981393565007,A,1,7.14,0.0,0.0
-11.256740922527392,B,1,11.83,0.0,0.0
-11.199645661364004,B,1,11.12,0.0,0.0
-11.173460808379916,A,1,7.14,0.0,0.0
-11.160109020381364,A,1,8.9,0.0,0.0
-11.158113040627901,C,1,13.57,0.0,0.0
-11.137808625233406,A,1,5.42,0.0,0.0
-11.091460412609313,C,1,13.92,0.0,0.0
-11.051005390268166,A,1,8.9,0.0,0.0
-10.954965354632812,A,1,8.59,0.0,0.0
-10.892662924952448,B,1,10.99,0.0,0.0
-10.830093489025051,missing,1,9.45,0.0,0.0
-10.762346669050991,B,1,9.99,0.0,0.0
-10.748171522352248,B,1,11.48,0.0,0.0
-10.69313412863516,B,1,10.25,0.0,0.0
-10.673531896335572,B,1,12.18,0.0,0.0
-10.666567050070388,missing,1,14.27,0.0,0.0
-10.585279608062399,A,1,7.51,0.0,0.0
-10.550101941123376,C,1,13.49,0.0,0.0
-10.484188819765098,A,1,7.29,0.0,0.0
-10.405132415393982,B,1,11.86,0.0,0.0
-10.370038882981744,A,1,8.94,0.0,0.0
-10.369480191251977,C,1,14.72,0.0,0.0
-10.310603204762739,C,1,13.22,0.0,0.0
-10.275634599673932,missing,1,10.37,0.0,0.0
-10.255291177776158,D,1,14.96,0.0,0.0
-10.232874596060235,B,1,12.69,0.0,0.0
-10.20663389877014,A,1,6.99,0.0,0.0
-10.20049593139586,C,1,13.61,0.0,0.0
-10.194837127858488,B,1,11.26,0.0,0.0
-10.191030977794949,A,1,9.32,0.0,0.0
-10.181565680951902,missing,1,7.29,0.0,0.0
-10.1815219162003,B,1,11.11,0.0,0.0
-10.123729639488035,missing,1,12.73,0.0,0.0
-10.121927703838379,A,1,7.29,0.0,0.0
-10.104000829851712,C,1,14.22,0.0,0.0
-10.096413403485597,C,1,13.72,0.0,0.0
-10.043993957142947,A,1,7.49,0.0,0.0
-10.038933479592163,C,1,14.27,0.0,0.0
-10.028069062312008,B,1,9.88,0.0,0.0
-9.986474615984488,B,1,12.69,0.0,0.0
-9.922260887537403,C,1,13.04,0.0,0.0
-9.913937000724701,A,1,6.91,0.0,0.0
-9.895326285510073,B,1,12.21,0.0,0.0
-9.877150554222027,missing,1,11.49,0.0,0.0
-9.792727527464262,B,1,9.88,0.0,0.0
-9.719265592120157,A,1,5.99,0.0,0.0
-9.66626254132967,A,1,7.49,0.0,0.0
-9.637490218939977,D,1,16.49,0.0,0.0
-9.616022788076155,A,1,6.62,0.0,0.0
-9.603463535947208,A,1,7.9,0.0,0.0
-9.592585382765245,A,1,8.9,0.0,0.0
-9.584797265048662,B,1,10.65,0.0,0.0
-9.57596104526571,B,1,11.83,0.0,0.0
-9.553903115775967,A,1,7.51,0.0,0.0
-9.536996351000948,C,1,12.99,0.0,0.0
-9.49450625434259,C,1,13.79,0.0,0.0
-9.405387048230255,missing,1,12.21,0.0,0.0
-9.387025992649999,B,1,11.83,0.0,0.0
-9.313996050787809,B,1,10.39,0.0,0.0
-9.241772390087792,C,1,14.26,0.0,0.0
-9.191301092592361,B,1,9.99,0.0,0.0
-9.149962649358429,C,1,14.79,0.0,0.0
-9.145051377321536,B,1,10.0,0.0,0.0
-9.097464890593917,C,1,12.84,0.0,0.0
-9.079731288221842,C,1,13.98,0.0,0.0
-9.074768924973883,A,1,9.32,0.0,0.0
-9.049174749005726,B,1,12.69,0.0,0.0
-9.013925374582705,C,1,13.72,0.0,0.0
-8.971831987819723,missing,1,10.59,0.0,0.0
-8.968088550734443,C,1,13.06,0.0,0.0
-8.964894910305448,A,1,7.49,0.0,0.0
-8.929358297618299,A,1,9.32,0.0,0.0
-8.890039585851486,B,1,11.14,0.0,0.0
-8.879202209329277,B,1,12.53,0.0,0.0
-8.818923593463822,A,1,8.94,0.0,0.0
-8.808883593158782,C,1,13.49,0.0,0.0
-8.793760680352289,B,1,9.63,0.0,0.0
-8.788209352792155,missing,1,6.39,0.0,0.0
-8.726070407607885,B,1,10.36,0.0,0.0
-8.72433564411865,B,1,11.11,0.0,0.0
-8.716266094743776,B,1,10.75,0.0,0.0
-8.682400233239365,C,1,14.35,0.0,0.0
-8.647533445617539,C,1,14.35,0.0,0.0
-8.533438222157601,B,1,11.71,0.0,0.0
-8.531079044336883,A,1,8.9,0.0,0.0
-8.49868408290454,A,1,8.38,0.0,0.0
-8.488489174707718,C,1,12.87,0.0,0.0
-8.486265044888897,B,1,10.65,0.0,0.0
-8.444606638158167,A,1,7.88,0.0,0.0
-8.421919302060124,B,1,9.91,0.0,0.0
-8.376993556485127,A,1,7.49,0.0,0.0
-8.37203230153555,missing,1,7.9,0.0,0.0
-8.32982461869802,B,1,10.59,0.0,0.0
-8.316810119863169,B,1,9.99,0.0,0.0
-8.303850267665718,B,1,11.49,0.0,0.0
-8.30179679517216,A,1,7.88,0.0,0.0
-8.289726264558055,A,1,5.79,0.0,0.0
-8.286128566160059,B,1,11.49,0.0,0.0
-8.261087887828607,A,1,5.42,0.0,0.0
-8.252042156480202,B,1,8.88,0.0,0.0
-8.24516144965976,A,1,6.99,0.0,0.0
-8.24073927724831,A,1,5.79,0.0,0.0
-8.192598927742047,missing,1,7.51,0.0,0.0
-8.189585169330627,B,1,10.37,0.0,0.0
-8.154254793518326,C,1,15.23,0.0,0.0
-8.149108516246667,A,1,7.88,0.0,0.0
-8.112971828791894,B,1,10.59,0.0,0.0
-8.109290835344009,A,1,8.49,0.0,0.0
-8.076124980098026,B,1,12.18,0.0,0.0
-8.068264641415835,B,1,10.99,0.0,0.0
-8.052798278865213,A,1,7.68,0.0,0.0
-8.029787599226474,missing,1,8.59,0.0,0.0
-8.021720039390551,C,1,13.49,0.0,0.0
-7.9821911371502585,A,1,6.91,0.0,0.0
-7.918573604693082,missing,1,10.99,0.0,0.0
-7.918527444921917,A,1,6.39,0.0,0.0
-7.905587181846668,C,1,12.53,0.0,0.0
-7.887162505538228,A,1,7.66,0.0,0.0
-7.883630395524711,B,1,11.71,0.0,0.0
-7.880688554794059,A,1,6.92,0.0,0.0
-7.878709267915934,A,1,7.49,0.0,0.0
-7.8620384933003375,D,1,14.61,0.0,0.0
-7.861449288440136,A,1,7.51,0.0,0.0
-7.81529243506432,A,1,5.99,0.0,0.0
-7.785462806797785,C,1,12.99,0.0,0.0
-7.777118644799177,B,1,10.37,0.0,0.0
-7.777004058014576,A,1,6.03,0.0,0.0
-7.750959020228786,A,1,7.9,0.0,0.0
-7.750297833950897,B,1,10.65,0.0,0.0
-7.692480297497308,A,1,8.0,0.0,0.0
-7.679120659696048,A,1,6.03,0.0,0.0
-7.675949742553414,A,1,7.88,0.0,0.0
-7.654529284552003,C,1,12.84,0.0,0.0
-7.649347269887885,C,1,14.26,0.0,0.0
-7.6388887131385985,missing,1,12.42,0.0,0.0
-7.621361284641116,B,1,10.99,0.0,0.0
-7.591087939826121,A,1,7.51,0.0,0.0
-7.58334571014326,B,1,9.62,0.0,0.0
-7.577610343103002,B,1,11.86,0.0,0.0
-7.572394452452135,missing,1,9.99,0.0,0.0
-7.552278500415987,B,1,11.48,0.0,0.0
-7.541898469707814,A,1,7.51,0.0,0.0
-7.526832929443581,A,1,7.14,0.0,0.0
-7.469421404863974,C,1,13.49,0.0,0.0
-7.466725031477932,B,1,10.59,0.0,0.0
-7.4632487521578526,A,1,7.51,0.0,0.0
-7.402528995582056,B,1,11.86,0.0,0.0
-7.368282363208779,B,1,11.86,0.0,0.0
-7.36712430724624,missing,1,11.12,0.0,0.0
-7.358839122446346,B,1,9.99,0.0,0.0
-7.354317825457436,B,1,12.21,0.0,0.0
-7.344591126485607,B,1,10.37,0.0,0.0
-7.3339559461483965,B,1,10.25,0.0,0.0
-7.3285945138282536,A,1,6.17,0.0,0.0
-7.3082285341685775,B,1,11.11,0.0,0.0
-7.261081193359386,missing,1,12.87,0.0,0.0
-7.226858178389154,A,1,7.49,0.0,0.0
-7.210121905307377,B,1,10.75,0.0,0.0
-7.199549257754811,B,1,10.0,0.0,0.0
-7.1788029805537015,A,1,8.9,0.0,0.0
-7.171413738249331,C,1,13.22,0.0,0.0
-7.168479008104876,B,1,11.49,0.0,0.0
-7.13702608885222,B,1,9.96,0.0,0.0
-7.093841392945755,missing,1,7.88,0.0,0.0
-7.069329486041541,A,1,7.9,0.0,0.0
-7.047744570985354,B,1,10.0,0.0,0.0
-7.019175206268526,A,1,8.49,0.0,0.0
-7.014409312420046,A,1,7.29,0.0,0.0
-7.009200354212272,B,1,10.74,0.0,0.0
-7.0052016746957015,missing,1,7.51,0.0,0.0
-6.9903210714843595,A,1,8.49,0.0,0.0
-6.972785261838644,B,1,10.39,0.0,0.0
-6.945586188487865,B,1,9.99,0.0,0.0
-6.943875572103648,B,1,12.69,0.0,0.0
-6.938231129401485,B,1,12.69,0.0,0.0
-6.930681411297966,B,1,9.62,0.0,0.0
-6.9102592146202895,B,1,10.65,0.0,0.0
-6.90865721366635,B,1,12.69,0.0,0.0
-6.863513396529864,B,1,12.69,0.0,0.0
-6.8588822470516515,missing,1,11.46,0.0,0.0
-6.803456196318153,B,1,9.76,0.0,0.0
-6.789749969855878,A,1,5.42,0.0,0.0
-6.772101571274597,missing,1,13.49,0.0,0.0
-6.766746419775027,missing,1,9.63,0.0,0.0
-6.754085500689164,A,1,6.03,0.0,0.0
-6.743702465129392,A,1,7.88,0.0,0.0
-6.742902020535363,C,1,12.99,0.0,0.0
-6.712975177426536,C,1,12.84,0.0,0.0
-6.685762434502422,missing,1,9.91,0.0,0.0
-6.675020797243754,C,1,12.09,0.0,0.0
-6.627571888731421,A,1,8.49,0.0,0.0
-6.623517564620057,A,1,7.88,0.0,0.0
-6.617805191096153,B,1,10.75,0.0,0.0
-6.607447414672487,B,1,8.88,0.0,0.0
-6.598245535182851,C,1,12.99,0.0,0.0
-6.592275945952386,A,1,7.29,0.0,0.0
-6.582674376157376,C,1,12.73,0.0,0.0
-6.570231282497961,C,1,12.73,0.0,0.0
-6.562060611481009,C,1,13.72,0.0,0.0
-6.537776383984266,B,1,9.91,0.0,0.0
-6.521480096339537,A,1,6.54,0.0,0.0
-6.51555118551956,B,1,12.21,0.0,0.0
-6.5154562004558425,B,1,11.36,0.0,0.0
-6.512602065963536,missing,1,8.94,0.0,0.0
-6.4897656817084695,missing,1,7.88,0.0,0.0
-6.478080294345132,B,1,11.14,0.0,0.0
-6.467451260251607,A,1,8.9,0.0,0.0
-6.455442386598774,B,1,11.86,0.0,0.0
-6.452849113087167,C,1,11.03,0.0,0.0
-6.439206180724421,missing,1,6.03,0.0,0.0
-6.382329430562622,A,1,7.49,0.0,0.0
-6.381238290273173,B,1,10.37,0.0,0.0
-6.380470911649126,B,1,9.88,0.0,0.0
-6.357191344059165,C,1,13.22,0.0,0.0
-6.356272555282512,A,1,6.91,0.0,0.0
-6.355767210653812,B,1,11.86,0.0,0.0
-6.346147543300251,A,1,6.62,0.0,0.0
-6.3215420806238765,C,1,13.23,0.0,0.0
-6.314755929524028,missing,1,10.95,0.0,0.0
-6.310683698609179,C,1,14.65,0.0,0.0
-6.308081686813395,D,1,15.95,0.0,0.0
-6.298872257210373,A,1,7.88,0.0,0.0
-6.283222911326328,A,1,9.63,0.0,0.0
-6.271555285271628,B,1,12.69,0.0,0.0
-6.267741511310158,A,1,6.54,0.0,0.0
-6.266113049173148,A,1,8.38,0.0,0.0
-6.262039854220622,B,1,10.99,0.0,0.0
-6.192384556527039,B,1,8.88,0.0,0.0
-6.184612574654638,B,1,11.99,0.0,0.0
-6.159713651573522,A,1,7.49,0.0,0.0
-6.148881357205681,B,1,11.49,0.0,0.0
-6.133855475986052,D,1,14.84,0.0,0.0
-6.129036898889347,C,1,13.16,0.0,0.0
-6.127232116765557,C,1,13.04,0.0,0.0
-6.124558382425041,A,1,8.49,0.0,0.0
-6.117002285107004,A,1,7.29,0.0,0.0
-6.103857031904006,B,1,10.37,0.0,0.0
-6.097266436672383,A,1,7.51,0.0,0.0
-6.090781111873255,B,1,9.64,0.0,0.0
-6.079593721821522,A,1,6.62,0.0,0.0
