id,Age,age_bucket
39704,24,young_adult
39705,720,senior
39706,620,senior
39707,260,senior
39708,60,mid_senior
39709,30,young_adult
39710,31,adult
39711,19,young_adult
39712,66,senior
39713,77,senior
39714,64,mid_senior
39715,640,senior
39716,560,senior
39717,610,senior
39718,41,adult
39719,30,young_adult
39720,67,senior
39721,64,mid_senior
39722,24,young_adult
39723,630,senior
39724,81,senior
39725,45,adult
39726,30,young_adult
39727,32,adult
39728,650,senior
39729,50,adult
39730,830,senior
39731,46,adult
39732,600,senior
39733,430,senior
39734,57,mid_senior
39735,230,senior
39736,18,young_adult
39737,43,adult
39738,56,mid_senior
39739,230,senior
39740,59,mid_senior
39741,23,young_adult
39742,46,adult
39743,45,adult
39744,85,senior
39745,54,mid_senior
39746,34,adult
39747,42,adult
39748,55,mid_senior
39749,380,senior
39750,30,young_adult
39751,73,senior
39752,600,senior
39753,26,young_adult
39754,410,senior
39755,46,adult
39756,590,senior
39757,610,senior
39758,600,senior
39759,77,senior
39760,52,mid_senior
39761,340,senior
39762,73,senior
39763,43,adult
39764,26,young_adult
39765,81,senior
39766,70,senior
39767,47,adult
39768,52,mid_senior
39769,58,mid_senior
39770,80,senior
39771,75,senior
39772,32,adult
39773,71,senior
39774,81,senior
39775,82,senior
39776,67,senior
39777,780,senior
39778,44,adult
39779,620,senior
39780,47,adult
39781,510,senior
39782,42,adult
39783,310,senior
39784,340,senior
39785,720,senior
39786,84,senior
39787,79,senior
39788,20,young_adult
39789,790,senior
39790,63,mid_senior
39791,73,senior
39792,620,senior
39793,22,young_adult
39794,51,mid_senior
39795,64,mid_senior
39796,68,senior
39797,52,mid_senior
39798,46,adult
39799,64,mid_senior
39800,67,senior
39801,34,adult
39802,18,young_adult
39803,50,adult
39804,270,senior
39805,370,senior
39806,36,adult
39807,730,senior
39808,38,adult
39809,41,adult
39810,230,senior
39811,510,senior
39812,57,mid_senior
39813,490,senior
39814,27,young_adult
39815,380,senior
39816,31,adult
39817,40,adult
39818,68,senior
39819,53,mid_senior
39820,740,senior
39821,410,senior
39822,67,senior
39823,690,senior
39824,84,senior
39825,59,mid_senior
39826,730,senior
39827,63,mid_senior
39828,63,mid_senior
39829,650,senior
39830,440,senior
39831,340,senior
39832,54,mid_senior
39833,83,senior
39834,78,senior
39835,73,senior
39836,40,adult
39837,20,young_adult
39838,470,senior
39839,65,senior
39840,74,senior
39841,85,senior
39842,22,young_adult
39843,51,mid_senior
39844,660,senior
39845,300,senior
39846,23,young_adult
39847,710,senior
39848,18,young_adult
39849,200,senior
39850,19,young_adult
39851,260,senior
39852,24,young_adult
39853,580,senior
39854,780,senior
39855,760,senior
39856,76,senior
39857,52,mid_senior
39858,32,adult
39859,69,senior
39860,200,senior
39861,63,mid_senior
39862,72,senior
39863,82,senior
39864,470,senior
39865,730,senior
39866,66,senior
39867,55,mid_senior
39868,63,mid_senior
39869,57,mid_senior
39870,20,young_adult
39871,590,senior
39872,35,adult
39873,46,adult
39874,75,senior
39875,60,mid_senior
39876,510,senior
39877,34,adult
39878,22,young_adult
39879,70,senior
39880,33,adult
39881,47,adult
39882,50,adult
39883,550,senior
39884,550,senior
39885,60,mid_senior
39886,62,mid_senior
39887,230,senior
39888,33,adult
39889,37,adult
39890,45,adult
39891,680,senior
39892,65,senior
39893,52,mid_senior
39894,850,senior
39895,38,adult
39896,67,senior
39897,830,senior
39898,840,senior
39899,26,young_adult
39900,44,adult
39901,63,mid_senior
39902,67,senior
39903,240,senior
39904,43,adult
39905,37,adult
39906,80,senior
39907,770,senior
39908,46,adult
39909,300,senior
39910,39,adult
39911,260,senior
39912,600,senior
39913,33,adult
39914,81,senior
39915,40,adult
39916,74,senior
39917,26,young_adult
39918,83,senior
39919,73,senior
39920,45,adult
39921,43,adult
39922,19,young_adult
39923,64,mid_senior
39924,78,senior
39925,350,senior
39926,75,senior
39927,50,adult
39928,360,senior
39929,21,young_adult
39930,330,senior
39931,58,mid_senior
39932,50,adult
39933,300,senior
39934,580,senior
39935,40,adult
39936,62,mid_senior
39937,500,senior
39938,50,adult
39939,18,young_adult
39940,54,mid_senior
39941,800,senior
39942,670,senior
39943,700,senior
39944,39,adult
39945,26,young_adult
39946,75,senior
39947,74,senior
39948,36,adult
39949,64,mid_senior
39950,690,senior
39951,47,adult
39952,31,adult
39953,52,mid_senior
39954,780,senior
39955,82,senior
39956,74,senior
39957,63,mid_senior
39958,780,senior
39959,44,adult
39960,65,senior
39961,29,young_adult
39962,560,senior
39963,840,senior
39964,70,senior
39965,65,senior
39966,230,senior
39967,440,senior
39968,43,adult
39969,690,senior
39970,42,adult
39971,350,senior
39972,60,mid_senior
39973,21,young_adult
39974,440,senior
39975,790,senior
39976,81,senior
39977,460,senior
39978,18,young_adult
39979,36,adult
39980,55,mid_senior
39981,43,adult
39982,370,senior
39983,84,senior
39984,40,adult
39985,48,adult
39986,30,young_adult
39987,440,senior
39988,31,adult
39989,780,senior
39990,43,adult
39991,54,mid_senior
39992,560,senior
39993,44,adult
39994,74,senior
39995,19,young_adult
39996,20,young_adult
39997,60,mid_senior
39998,62,mid_senior
39999,52,mid_senior
40000,29,young_adult
40001,45,adult
40002,740,senior
40003,26,young_adult
40004,61,mid_senior
40005,63,mid_senior
40006,38,adult
40007,22,young_adult
40008,260,senior
40009,52,mid_senior
40010,50,adult
40011,26,young_adult
40012,64,mid_senior
40013,46,adult
40014,22,young_adult
40015,210,senior
40016,18,young_adult
40017,690,senior
40018,22,young_adult
40019,710,senior
40020,540,senior
40021,83,senior
40022,51,mid_senior
40023,77,senior
40024,49,adult
40025,50,adult
40026,25,young_adult
40027,43,adult
40028,49,adult
40029,48,adult
40030,85,senior
40031,67,senior
40032,44,adult
40033,730,senior
40034,20,young_adult
40035,48,adult
40036,730,senior
40037,390,senior
40038,30,young_adult
40039,78,senior
40040,24,young_adult
40041,38,adult
40042,55,mid_senior
40043,28,young_adult
40044,53,mid_senior
40045,26,young_adult
40046,60,mid_senior
40047,19,young_adult
40048,28,young_adult
40049,25,young_adult
40050,76,senior
40051,800,senior
40052,36,adult
40053,33,adult
40054,270,senior
40055,450,senior
40056,750,senior
40057,410,senior
40058,69,senior
40059,730,senior
40060,60,mid_senior
40061,230,senior
40062,42,adult
40063,580,senior
40064,72,senior
40065,59,mid_senior
40066,230,senior
40067,50,adult
40068,19,young_adult
40069,46,adult
40070,810,senior
40071,29,young_adult
40072,50,adult
40073,74,senior
40074,66,senior
40075,48,adult
40076,33,adult
40077,260,senior
40078,82,senior
40079,39,adult
40080,83,senior
40081,26,young_adult
40082,76,senior
40083,41,adult
40084,61,mid_senior
40085,31,adult
40086,84,senior
40087,63,mid_senior
40088,36,adult
40089,44,adult
40090,33,adult
40091,37,adult
40092,230,senior
40093,43,adult
40094,69,senior
40095,22,young_adult
40096,43,adult
40097,18,young_adult
40098,74,senior
40099,77,senior
40100,77,senior
40101,63,mid_senior
40102,47,adult
40103,37,adult
40104,85,senior
40105,52,mid_senior
40106,68,senior
40107,390,senior
40108,250,senior
40109,72,senior
40110,46,adult
40111,48,adult
40112,60,mid_senior
40113,78,senior
40114,57,mid_senior
40115,24,young_adult
40116,360,senior
40117,27,young_adult
40118,610,senior
40119,850,senior
40120,470,senior
40121,79,senior
40122,18,young_adult
40123,54,mid_senior
40124,35,adult
40125,810,senior
40126,740,senior
40127,83,senior
40128,380,senior
40129,360,senior
40130,750,senior
40131,330,senior
40132,680,senior
40133,54,mid_senior
40134,44,adult
40135,67,senior
40136,62,mid_senior
40137,64,mid_senior
40138,66,senior
40139,57,mid_senior
40140,23,young_adult
40141,690,senior
40142,27,young_adult
40143,27,young_adult
40144,23,young_adult
40145,25,young_adult
40146,210,senior
40147,26,young_adult
40148,270,senior
40149,34,adult
40150,36,adult
40151,51,mid_senior
40152,33,adult
40153,440,senior
40154,27,young_adult
40155,46,adult
40156,250,senior
40157,82,senior
40158,60,mid_senior
40159,40,adult
40160,60,mid_senior
40161,260,senior
40162,70,senior
40163,37,adult
40164,58,mid_senior
40165,77,senior
40166,51,mid_senior
40167,64,mid_senior
40168,22,young_adult
40169,250,senior
40170,33,adult
40171,720,senior
40172,56,mid_senior
40173,66,senior
40174,69,senior
40175,22,young_adult
40176,33,adult
40177,80,senior
40178,750,senior
40179,480,senior
40180,210,senior
40181,44,adult
40182,68,senior
40183,25,young_adult
40184,23,young_adult
40185,74,senior
40186,30,young_adult
40187,44,adult
40188,79,senior
40189,77,senior
40190,58,mid_senior
40191,69,senior
40192,48,adult
40193,68,senior
40194,30,young_adult
40195,42,adult
40196,60,mid_senior
40197,48,adult
40198,85,senior
40199,57,mid_senior
40200,65,senior
40201,60,mid_senior
40202,44,adult
40203,57,mid_senior
40204,20,young_adult
40205,760,senior
40206,47,adult
40207,640,senior
40208,56,mid_senior
40209,30,young_adult
40210,670,senior
40211,37,adult
40212,220,senior
40213,55,mid_senior
40214,53,mid_senior
40215,30,young_adult
40216,260,senior
40217,52,mid_senior
40218,57,mid_senior
40219,200,senior
40220,530,senior
40221,750,senior
40222,28,young_adult
40223,62,mid_senior
40224,340,senior
40225,80,senior
40226,82,senior
40227,83,senior
40228,66,senior
40229,43,adult
40230,630,senior
40231,220,senior
40232,400,senior
40233,470,senior
40234,450,senior
40235,20,young_adult
40236,81,senior
40237,460,senior
40238,27,young_adult
40239,30,young_adult
40240,220,senior
40241,77,senior
40242,380,senior
40243,65,senior
40244,620,senior
40245,270,senior
40246,190,senior
40247,63,mid_senior
40248,18,young_adult
40249,61,mid_senior
40250,38,adult
40251,82,senior
40252,41,adult
40253,200,senior
40254,22,young_adult
40255,58,mid_senior
40256,25,young_adult
40257,770,senior
40258,330,senior
40259,19,young_adult
40260,74,senior
40261,69,senior
40262,390,senior
40263,59,mid_senior
40264,370,senior
40265,27,young_adult
40266,77,senior
40267,38,adult
40268,61,mid_senior
40269,79,senior
40270,29,young_adult
40271,81,senior
40272,27,young_adult
40273,51,mid_senior
40274,51,mid_senior
40275,420,senior
40276,48,adult
40277,290,senior
40278,41,adult
40279,58,mid_senior
40280,47,adult
40281,67,senior
40282,83,senior
40283,40,adult
40284,66,senior
40285,63,mid_senior
40286,250,senior
40287,48,adult
40288,21,young_adult
40289,460,senior
40290,51,mid_senior
40291,22,young_adult
40292,20,young_adult
40293,210,senior
40294,38,adult
40295,18,young_adult
40296,57,mid_senior
40297,43,adult
40298,64,mid_senior
40299,730,senior
40300,53,mid_senior
40301,730,senior
40302,490,senior
40303,44,adult
40304,250,senior
40305,200,senior
40306,180,senior
40307,75,senior
40308,57,mid_senior
40309,81,senior
40310,54,mid_senior
40311,30,young_adult
40312,65,senior
40313,34,adult
40314,57,mid_senior
40315,22,young_adult
40316,34,adult
40317,52,mid_senior
40318,21,young_adult
40319,670,senior
40320,58,mid_senior
40321,43,adult
40322,33,adult
40323,840,senior
40324,27,young_adult
40325,18,young_adult
40326,49,adult
40327,46,adult
40328,760,senior
40329,69,senior
40330,56,mid_senior
40331,58,mid_senior
40332,22,young_adult
40333,190,senior
40334,660,senior
40335,40,adult
40336,55,mid_senior
40337,51,mid_senior
40338,45,adult
40339,52,mid_senior
40340,75,senior
40341,55,mid_senior
40342,340,senior
40343,18,young_adult
40344,38,adult
40345,74,senior
40346,43,adult
40347,35,adult
40348,22,young_adult
40349,620,senior
40350,25,young_adult
40351,60,mid_senior
40352,20,young_adult
40353,64,mid_senior
40354,380,senior
40355,33,adult
40356,50,adult
40357,78,senior
40358,37,adult
40359,73,senior
40360,24,young_adult
40361,74,senior
40362,50,adult
40363,460,senior
40364,32,adult
40365,470,senior
40366,620,senior
40367,81,senior
40368,59,mid_senior
40369,27,young_adult
40370,64,mid_senior
40371,28,young_adult
40372,400,senior
40373,23,young_adult
40374,650,senior
40375,510,senior
40376,310,senior
40377,72,senior
40378,72,senior
40379,230,senior
40380,51,mid_senior
40381,22,young_adult
40382,420,senior
40383,41,adult
40384,58,mid_senior
40385,68,senior
40386,66,senior
40387,59,mid_senior
40388,750,senior
40389,390,senior
40390,33,adult
40391,62,mid_senior
40392,73,senior
40393,690,senior
40394,84,senior
40395,79,senior
40396,18,young_adult
40397,67,senior
40398,780,senior
40399,60,mid_senior
40400,30,young_adult
40401,820,senior
40402,500,senior
40403,78,senior
40404,380,senior
40405,22,young_adult
40406,80,senior
40407,59,mid_senior
40408,360,senior
40409,30,young_adult
40410,68,senior
40411,29,young_adult
40412,300,senior
40413,50,adult
40414,56,mid_senior
40415,830,senior
40416,82,senior
40417,19,young_adult
40418,640,senior
40419,72,senior
40420,310,senior
40421,440,senior
40422,84,senior
40423,55,mid_senior
40424,24,young_adult
40425,46,adult
40426,200,senior
40427,81,senior
40428,21,young_adult
40429,32,adult
40430,220,senior
40431,760,senior
40432,38,adult
40433,28,young_adult
40434,78,senior
40435,78,senior
40436,34,adult
40437,83,senior
40438,460,senior
40439,68,senior
40440,47,adult
40441,67,senior
40442,52,mid_senior
40443,290,senior
40444,53,mid_senior
40445,69,senior
40446,550,senior
40447,37,adult
40448,68,senior
40449,56,mid_senior
40450,550,senior
40451,79,senior
40452,800,senior
40453,50,adult
40454,34,adult
40455,80,senior
40456,64,mid_senior
40457,68,senior
40458,81,senior
40459,23,young_adult
40460,79,senior
40461,43,adult
40462,49,adult
40463,37,adult
40464,570,senior
40465,730,senior
40466,49,adult
40467,66,senior
40468,76,senior
40469,28,young_adult
40470,53,mid_senior
40471,420,senior
40472,33,adult
40473,380,senior
40474,740,senior
40475,21,young_adult
40476,490,senior
40477,67,senior
40478,56,mid_senior
40479,81,senior
40480,52,mid_senior
40481,50,adult
40482,470,senior
40483,65,senior
40484,24,young_adult
40485,20,young_adult
40486,37,adult
40487,35,adult
40488,260,senior
40489,67,senior
40490,78,senior
40491,330,senior
40492,270,senior
40493,32,adult
40494,72,senior
40495,67,senior
40496,53,mid_senior
40497,51,mid_senior
40498,69,senior
40499,37,adult
40500,190,senior
40501,29,young_adult
40502,38,adult
40503,63,mid_senior
40504,73,senior
40505,52,mid_senior
40506,21,young_adult
40507,56,mid_senior
40508,56,mid_senior
40509,63,mid_senior
40510,61,mid_senior
40511,37,adult
40512,19,young_adult
40513,29,young_adult
40514,44,adult
40515,830,senior
40516,84,senior
40517,42,adult
40518,410,senior
40519,270,senior
40520,69,senior
40521,710,senior
40522,73,senior
40523,83,senior
40524,35,adult
40525,63,mid_senior
40526,470,senior
40527,54,mid_senior
40528,34,adult
40529,35,adult
40530,77,senior
40531,39,adult
40532,85,senior
40533,43,adult
40534,55,mid_senior
40535,78,senior
40536,430,senior
40537,240,senior
40538,37,adult
40539,49,adult
40540,43,adult
40541,84,senior
40542,72,senior
40543,40,adult
40544,220,senior
40545,45,adult
40546,43,adult
40547,350,senior
40548,56,mid_senior
40549,75,senior
40550,51,mid_senior
40551,640,senior
40552,15,child
40553,36,adult
40554,580,senior
40555,25,young_adult
40556,52,mid_senior
40557,560,senior
40558,690,senior
40559,72,senior
40560,62,mid_senior
40561,35,adult
40562,600,senior
40563,34,adult
40564,190,senior
40565,22,young_adult
40566,760,senior
40567,840,senior
40568,76,senior
40569,54,mid_senior
40570,39,adult
40571,35,adult
40572,780,senior
40573,19,young_adult
40574,57,mid_senior
40575,350,senior
40576,30,young_adult
40577,38,adult
40578,43,adult
40579,700,senior
40580,800,senior
40581,60,mid_senior
40582,79,senior
40583,30,young_adult
40584,49,adult
40585,55,mid_senior
40586,350,senior
40587,62,mid_senior
40588,44,adult
40589,530,senior
40590,79,senior
40591,360,senior
40592,82,senior
40593,72,senior
40594,470,senior
40595,68,senior
40596,83,senior
40597,73,senior
40598,52,mid_senior
40599,660,senior
40600,18,young_adult
40601,67,senior
40602,53,mid_senior
40603,32,adult
40604,28,young_adult
40605,300,senior
40606,80,senior
40607,360,senior
40608,550,senior
40609,63,mid_senior
40610,59,mid_senior
40611,73,senior
40612,360,senior
40613,510,senior
40614,52,mid_senior
40615,540,senior
40616,20,young_adult
40617,36,adult
40618,77,senior
40619,71,senior
40620,48,adult
40621,320,senior
40622,84,senior
40623,39,adult
40624,23,young_adult
40625,25,young_adult
40626,62,mid_senior
40627,41,adult
40628,54,mid_senior
40629,81,senior
40630,18,young_adult
40631,41,adult
40632,54,mid_senior
40633,40,adult
40634,290,senior
40635,820,senior
40636,77,senior
40637,27,young_adult
40638,75,senior
40639,64,mid_senior
40640,680,senior
40641,370,senior
40642,56,mid_senior
40643,350,senior
40644,760,senior
40645,27,young_adult
40646,44,adult
40647,39,adult
40648,73,senior
40649,80,senior
40650,63,mid_senior
40651,37,adult
40652,83,senior
40653,48,adult
40654,45,adult
40655,410,senior
40656,84,senior
40657,20,young_adult
40658,18,young_adult
40659,41,adult
40660,66,senior
40661,66,senior
40662,540,senior
40663,70,senior
40664,19,young_adult
40665,45,adult
40666,760,senior
40667,190,senior
40668,66,senior
40669,730,senior
40670,48,adult
40671,180,senior
40672,22,young_adult
40673,45,adult
40674,51,mid_senior
40675,750,senior
40676,850,senior
40677,210,senior
40678,32,adult
40679,51,mid_senior
40680,730,senior
40681,61,mid_senior
40682,26,young_adult
40683,440,senior
40684,26,young_adult
40685,48,adult
40686,75,senior
40687,330,senior
40688,77,senior
40689,72,senior
40690,55,mid_senior
40691,82,senior
40692,450,senior
40693,78,senior
40694,780,senior
40695,51,mid_senior
40696,66,senior
40697,25,young_adult
40698,71,senior
40699,430,senior
40700,370,senior
40701,33,adult
40702,85,senior
40703,28,young_adult
40704,82,senior
40705,480,senior
40706,43,adult
40707,73,senior
40708,730,senior
40709,59,mid_senior
40710,75,senior
40711,75,senior
40712,59,mid_senior
40713,84,senior
40714,620,senior
40715,80,senior
40716,32,adult
40717,410,senior
40718,64,mid_senior
40719,21,young_adult
40720,320,senior
40721,490,senior
40722,48,adult
40723,610,senior
40724,610,senior
40725,43,adult
40726,680,senior
40727,73,senior
40728,25,young_adult
40729,330,senior
40730,52,mid_senior
40731,57,mid_senior
40732,61,mid_senior
40733,55,mid_senior
40734,540,senior
40735,43,adult
40736,290,senior
40737,750,senior
40738,60,mid_senior
40739,420,senior
40740,66,senior
40741,39,adult
40742,750,senior
40743,84,senior
40744,63,mid_senior
40745,36,adult
40746,37,adult
40747,37,adult
40748,36,adult
40749,15,child
40750,48,adult
40751,73,senior
40752,74,senior
40753,25,young_adult
40754,31,adult
40755,47,adult
40756,67,senior
40757,530,senior
40758,85,senior
40759,44,adult
40760,25,young_adult
40761,70,senior
40762,29,young_adult
40763,41,adult
40764,76,senior
40765,450,senior
40766,610,senior
40767,31,adult
40768,65,senior
40769,650,senior
40770,840,senior
40771,560,senior
40772,520,senior
40773,22,young_adult
40774,31,adult
40775,57,mid_senior
40776,19,young_adult
40777,690,senior
40778,21,young_adult
40779,82,senior
40780,42,adult
40781,63,mid_senior
40782,700,senior
40783,63,mid_senior
40784,750,senior
40785,48,adult
40786,43,adult
40787,67,senior
40788,33,adult
40789,64,mid_senior
40790,73,senior
40791,300,senior
40792,49,adult
40793,20,young_adult
40794,59,mid_senior
40795,75,senior
40796,280,senior
40797,35,adult
40798,22,young_adult
40799,64,mid_senior
40800,590,senior
40801,520,senior
40802,45,adult
40803,700,senior
40804,27,young_adult
40805,73,senior
40806,54,mid_senior
40807,49,adult
40808,57,mid_senior
40809,80,senior
40810,500,senior
40811,23,young_adult
40812,67,senior
40813,81,senior
40814,570,senior
40815,60,mid_senior
40816,78,senior
40817,60,mid_senior
40818,39,adult
40819,81,senior
40820,230,senior
40821,400,senior
40822,59,mid_senior
40823,280,senior
40824,40,adult
40825,33,adult
40826,53,mid_senior
40827,48,adult
40828,82,senior
40829,21,young_adult
40830,26,young_adult
40831,350,senior
40832,76,senior
40833,40,adult
40834,66,senior
40835,54,mid_senior
40836,59,mid_senior
40837,69,senior
40838,46,adult
40839,22,young_adult
40840,780,senior
40841,410,senior
40842,74,senior
40843,81,senior
40844,24,young_adult
40845,28,young_adult
40846,79,senior
40847,240,senior
40848,57,mid_senior
40849,570,senior
40850,76,senior
40851,480,senior
40852,21,young_adult
40853,53,mid_senior
40854,66,senior
40855,840,senior
40856,38,adult
40857,54,mid_senior
40858,42,adult
40859,83,senior
40860,39,adult
40861,55,mid_senior
40862,73,senior
40863,18,young_adult
40864,370,senior
40865,35,adult
40866,750,senior
40867,65,senior
40868,820,senior
40869,390,senior
40870,81,senior
40871,49,adult
40872,44,adult
40873,60,mid_senior
40874,40,adult
40875,65,senior
40876,700,senior
40877,53,mid_senior
40878,350,senior
40879,380,senior
40880,200,senior
40881,56,mid_senior
40882,30,young_adult
40883,440,senior
40884,580,senior
40885,270,senior
40886,310,senior
40887,46,adult
40888,22,young_adult
40889,560,senior
40890,65,senior
40891,80,senior
40892,72,senior
40893,850,senior
40894,53,mid_senior
40895,48,adult
40896,66,senior
40897,290,senior
40898,44,adult
40899,39,adult
40900,65,senior
40901,71,senior
40902,33,adult
40903,660,senior
40904,48,adult
40905,720,senior
40906,60,mid_senior
40907,40,adult
40908,66,senior
40909,200,senior
40910,46,adult
40911,57,mid_senior
40912,62,mid_senior
40913,310,senior
40914,600,senior
40915,65,senior
40916,51,mid_senior
40917,57,mid_senior
40918,60,mid_senior
40919,630,senior
40920,400,senior
40921,19,young_adult
40922,44,adult
40923,49,adult
40924,520,senior
40925,36,adult
40926,30,young_adult
40927,710,senior
40928,43,adult
40929,30,young_adult
40930,740,senior
40931,31,adult
40932,78,senior
40933,32,adult
40934,32,adult
40935,750,senior
40936,81,senior
40937,25,young_adult
40938,430,senior
40939,68,senior
40940,280,senior
40941,60,mid_senior
40942,710,senior
40943,47,adult
40944,570,senior
40945,45,adult
40946,630,senior
40947,700,senior
40948,540,senior
40949,37,adult
40950,340,senior
40951,76,senior
40952,46,adult
40953,61,mid_senior
40954,54,mid_senior
40955,35,adult
40956,58,mid_senior
40957,21,young_adult
40958,51,mid_senior
40959,450,senior
40960,65,senior
40961,71,senior
40962,84,senior
40963,53,mid_senior
40964,34,adult
40965,74,senior
40966,67,senior
40967,240,senior
40968,77,senior
40969,21,young_adult
40970,26,young_adult
40971,40,adult
40972,38,adult
40973,740,senior
40974,81,senior
40975,75,senior
40976,33,adult
40977,36,adult
40978,390,senior
40979,540,senior
40980,19,young_adult
40981,82,senior
40982,59,mid_senior
40983,81,senior
40984,27,young_adult
40985,260,senior
40986,63,mid_senior
40987,33,adult
40988,59,mid_senior
40989,59,mid_senior
40990,85,senior
40991,45,adult
40992,370,senior
40993,34,adult
40994,52,mid_senior
40995,75,senior
40996,65,senior
40997,53,mid_senior
40998,78,senior
40999,67,senior
41000,760,senior
41001,28,young_adult
41002,46,adult
41003,64,mid_senior
41004,44,adult
41005,460,senior
41006,34,adult
41007,320,senior
41008,65,senior
41009,64,mid_senior
41010,83,senior
41011,680,senior
41012,23,young_adult
41013,73,senior
41014,190,senior
41015,20,young_adult
41016,25,young_adult
41017,19,young_adult
41018,44,adult
41019,260,senior
41020,440,senior
41021,82,senior
41022,64,mid_senior
41023,38,adult
41024,47,adult
41025,76,senior
41026,76,senior
41027,55,mid_senior
41028,80,senior
41029,63,mid_senior
41030,83,senior
41031,380,senior
41032,84,senior
41033,47,adult
41034,58,mid_senior
41035,270,senior
41036,26,young_adult
41037,31,adult
41038,320,senior
41039,48,adult
41040,46,adult
41041,47,adult
41042,63,mid_senior
41043,64,mid_senior
41044,800,senior
41045,690,senior
41046,250,senior
41047,470,senior
41048,670,senior
41049,63,mid_senior
41050,52,mid_senior
41051,300,senior
41052,61,mid_senior
41053,35,adult
41054,400,senior
41055,22,young_adult
41056,73,senior
41057,26,young_adult
41058,720,senior
41059,770,senior
41060,47,adult
41061,45,adult
41062,74,senior
41063,64,mid_senior
41064,850,senior
41065,700,senior
41066,200,senior
41067,84,senior
41068,46,adult
41069,74,senior
41070,610,senior
41071,69,senior
41072,59,mid_senior
41073,60,mid_senior
41074,36,adult
41075,65,senior
41076,58,mid_senior
41077,30,young_adult
41078,33,adult
41079,83,senior
41080,44,adult
41081,83,senior
41082,73,senior
41083,230,senior
41084,24,young_adult
41085,21,young_adult
41086,700,senior
41087,620,senior
41088,65,senior
41089,270,senior
41090,690,senior
41091,33,adult
41092,710,senior
41093,550,senior
41094,300,senior
41095,470,senior
41096,570,senior
41097,72,senior
41098,58,mid_senior
41099,74,senior
41100,21,young_adult
41101,44,adult
41102,80,senior
41103,51,mid_senior
41104,45,adult
41105,450,senior
41106,77,senior
41107,45,adult
41108,51,mid_senior
41109,39,adult
41110,56,mid_senior
41111,18,young_adult
41112,270,senior
41113,430,senior
41114,72,senior
41115,78,senior
41116,23,young_adult
41117,60,mid_senior
41118,780,senior
41119,600,senior
41120,43,adult
41121,740,senior
41122,42,adult
41123,810,senior
41124,21,young_adult
41125,60,mid_senior
41126,75,senior
41127,35,adult
41128,790,senior
41129,39,adult
41130,20,young_adult
41131,57,mid_senior
41132,540,senior
41133,44,adult
41134,33,adult
41135,37,adult
41136,58,mid_senior
41137,78,senior
41138,41,adult
41139,45,adult
41140,31,adult
41141,27,young_adult
41142,810,senior
41143,71,senior
41144,68,senior
41145,560,senior
41146,73,senior
41147,54,mid_senior
41148,720,senior
41149,41,adult
41150,590,senior
41151,720,senior
41152,23,young_adult
41153,63,mid_senior
41154,550,senior
41155,27,young_adult
41156,750,senior
41157,68,senior
41158,250,senior
41159,47,adult
41160,49,adult
41161,71,senior
41162,83,senior
41163,34,adult
41164,38,adult
41165,750,senior
41166,68,senior
41167,52,mid_senior
41168,38,adult
41169,43,adult
41170,54,mid_senior
41171,330,senior
41172,59,mid_senior
41173,21,young_adult
41174,81,senior
41175,27,young_adult
41176,62,mid_senior
41177,28,young_adult
41178,20,young_adult
41179,440,senior
41180,530,senior
41181,83,senior
41182,85,senior
41183,80,senior
41184,34,adult
41185,39,adult
41186,32,adult
41187,73,senior
41188,810,senior
41189,20,young_adult
41190,84,senior
41191,83,senior
41192,740,senior
41193,31,adult
41194,270,senior
41195,27,young_adult
41196,740,senior
41197,18,young_adult
41198,200,senior
41199,660,senior
41200,50,adult
41201,70,senior
41202,540,senior
41203,25,young_adult
41204,580,senior
41205,72,senior
41206,23,young_adult
41207,46,adult
41208,66,senior
41209,72,senior
41210,780,senior
41211,81,senior
41212,700,senior
41213,70,senior
41214,56,mid_senior
41215,430,senior
41216,78,senior
41217,56,mid_senior
41218,53,mid_senior
41219,32,adult
41220,40,adult
41221,62,mid_senior
41222,30,young_adult
41223,84,senior
41224,61,mid_senior
41225,380,senior
41226,21,young_adult
41227,42,adult
41228,19,young_adult
41229,38,adult
41230,60,mid_senior
41231,64,mid_senior
41232,62,mid_senior
41233,840,senior
41234,35,adult
41235,590,senior
41236,58,mid_senior
41237,43,adult
41238,24,young_adult
41239,32,adult
41240,850,senior
41241,67,senior
41242,590,senior
41243,58,mid_senior
41244,51,mid_senior
41245,68,senior
41246,85,senior
41247,39,adult
41248,400,senior
41249,45,adult
41250,68,senior
41251,610,senior
41252,200,senior
41253,350,senior
41254,52,mid_senior
41255,61,mid_senior
41256,46,adult
41257,24,young_adult
41258,33,adult
41259,54,mid_senior
41260,380,senior
41261,370,senior
41262,27,young_adult
41263,440,senior
41264,64,mid_senior
41265,82,senior
41266,26,young_adult
41267,39,adult
41268,18,young_adult
41269,64,mid_senior
41270,280,senior
41271,75,senior
41272,77,senior
41273,84,senior
41274,80,senior
41275,37,adult
41276,680,senior
41277,640,senior
41278,630,senior
41279,29,young_adult
41280,730,senior
41281,230,senior
41282,64,mid_senior
41283,660,senior
41284,16,child
41285,690,senior
41286,21,young_adult
41287,22,young_adult
41288,37,adult
41289,210,senior
41290,18,young_adult
41291,84,senior
41292,460,senior
41293,63,mid_senior
41294,590,senior
41295,530,senior
41296,60,mid_senior
41297,650,senior
41298,42,adult
41299,31,adult
41300,840,senior
